,SHOP_JUL,PAY_JUL,SHOP_AUG,PAY_AUG,SHOP_SEP,PAY_SEP,SHOP_OCT,PAY_OCT,SHOP_NOV,PAY_NOV,SHOP_DEC,PAY_DEC,AGE,SEX_F,SEX_M,EDUCATION_graduate school,EDUCATION_high school,EDUCATION_university,MARRIAGE_married,MARRIAGE_single
26991388,-2.13843516779,-1,4.56124800405,0,4.62716429973,-1,13.0916045417,-1,4.61832849336,-1,17.0994978747,0,3.41995189335,0,1,1,0,0,1,0
42644321,0.0,-2,0.0,-1,8.3858463844,-1,3.22780908784,-1,2.26547709592,-1,2.26547709592,-1,2.92401773821,0,1,0,0,1,0,1
50156164,13.1792677203,0,10.7000804664,0,11.8143176531,0,12.8468893923,0,10.6498482907,0,7.36628770143,0,3.07231682569,1,0,1,0,0,0,1
48065930,-11.405612889,-1,0.0,-1,3.89564204864,-1,0.0,-2,0.0,-2,0.0,1,3.33222185165,1,0,1,0,0,1,0
41784426,0.0,-2,0.0,-1,3.70435785533,-1,1.8718844378,-1,3.26645222434,0,2.14060616945,-1,3.3619754068,1,0,0,0,1,0,1
50208677,5.25986271912,0,1.92248695357e-05,0,1.52587890625e-05,0,1.30181332746,0,0.984437463845,-1,1.70414875967,-1,3.17480210394,1,0,0,1,0,1,0
47855104,-0.812635221676,-2,0.0,-2,0.0,0,9.43906344247,0,2.83343325076,0,9.80525205152,0,3.83782739039,0,1,0,0,1,1,0
21756931,2.20583136158,-1,4.32734270799,-1,6.51422289274,-1,6.61998945487,-1,4.0432137778,-1,5.39569682784,-1,3.33222185165,1,0,0,0,1,1,0
43903603,13.1523215706,0,3.29232618507,0,8.49658458861,0,9.75496568969,2,15.3552305729,0,-11.9660097806,0,3.10723250595,1,0,0,0,1,1,0
51858537,14.3310844282,0,3.79275832277,0,4.56029247508,0,4.23517423328,0,4.18867933991,2,5.84444516176,1,3.07231682569,1,0,0,0,1,0,1
14088972,-10.0089619513,0,-3.99893401216e-05,0,4.61693026465,0,4.88123957358,2,5.01438145376,3,4.96810817479,4,3.50339806039,0,1,0,0,1,0,1
46828303,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,3.39121144301,1,0,0,0,1,1,0
13528844,8.52115441682,0,0.0,0,5.35060437229,0,5.66686650153,0,3.74518643305,0,4.23406583532,0,3.0,0,1,0,1,0,1,0
44256928,-6.10017692222,-2,3.59622072527,-2,0.0,-2,0.0,-2,3.11825617543,-2,4.31936749142,-2,3.23961180128,1,0,1,0,0,0,1
56792060,16.1463295221,0,6.42470894128,0,6.43936191645,2,6.78846158146,0,6.44869538343,0,6.4746389606,0,3.10723250595,1,0,0,0,1,0,1
40530140,15.1055957946,0,4.4405775126,0,10.750361345,0,4.57030568687,0,4.89579437834,0,6.13126421291,0,3.41995189335,0,1,0,0,0,0,1
37515505,3.97709188839,-1,1.4487880797,0,3.05142317529,-1,3.09560709737,-1,2.08951398542,-1,3.61152397653,-1,2.88449914061,1,0,0,0,1,0,1
48612627,13.1754331939,0,3.37460110512,0,3.31327957823,2,5.14794003138,2,3.37110683411,2,3.77471050804,1,2.96249606841,0,1,0,0,1,0,1
40775628,0.0,-2,1.4720844755,-2,1.4720844755,-2,1.4720844755,-2,1.90531799148,-2,1.4720844755,-2,3.10723250595,1,0,0,0,1,0,1
30684262,9.04104510589,0,4.31990008914,0,4.13474430901,0,3.76421932789,0,3.60771032641,0,3.85928765256,0,3.3619754068,0,1,0,0,1,0,1
16886321,7.74102910598,2,2.31844555008,0,2.2941570658,0,2.5420768349,2,2.53126592794,0,2.48546250839,0,2.84386697985,1,0,0,0,1,0,1
25246152,5.00050979335,-1,8.08125700961,-1,7.79717320315,-1,12.8433357865,-2,10.4507555783,-1,10.9953942068,-1,3.94128719221,0,1,1,0,0,1,0
11226468,4.82256108334,-1,4.25996122133,-1,6.14445373547,-1,5.31636739219,-1,5.48401790336,0,5.12534122781,0,3.63424118566,0,1,0,0,0,1,0
13569910,-3.31960437053,0,1.75400569213,-1,3.30693054624,-1,5.23785919581,0,2.0594947075,-1,4.03101881976,-1,3.03658897188,0,1,1,0,0,1,0
27906039,4.61319752506,-1,10.7419277276,2,6.76291883452,2,2.75188659084,3,2.67772986641,0,2.60215982269,0,2.92401773821,0,1,0,0,1,0,1
11142400,0.0,-2,0.0,-2,0.0,-1,3.98649403187,-1,0.0,0,4.40910819872,0,3.39121144301,1,0,0,0,1,0,1
22647282,-7.98188910852,0,6.9715276374,0,7.54558299599,0,5.83219996078,0,6.28795557368,0,6.24875284171,0,3.03658897188,1,0,1,0,0,0,1
47227635,12.4220337198,0,7.41866030743,0,3.27759108894,0,3.46136330163,0,3.82427474822,0,3.68469990628,0,3.70842976927,0,1,1,0,0,1,0
49345240,9.30969532858,0,4.06016411609,0,3.46633295029,0,2.27319598723,0,4.14460278297,0,7.4229914232,0,3.50339806039,1,0,0,1,0,0,0
13946458,9.258504113,2,3.11108539019,2,3.43461418345,2,4.89579438668,2,2.50461904452,2,2.86888540207,2,3.07231682569,1,0,0,0,1,0,1
46142229,3.29049151478,-1,1.64753718898,2,0.0,2,0.0,2,0.0,2,3.86661332401,-1,3.23961180128,1,0,0,0,1,1,0
48479520,-1.64753718898,-1,2.8543222812,-1,-2.26547709592,0,12.1501405415,0,3.52888332828,0,2.94187421952,0,3.39121144301,0,1,1,0,0,0,1
11609962,-1.92160355042,-2,2.31844555008,-2,0.0,-2,2.26159784673,-2,0.0,-2,0.0,-2,3.23961180128,1,0,1,0,0,0,1
22531849,8.31098785707,0,2.70516753381,0,2.06649984548,-1,13.0021047634,0,5.48302639101,0,5.37066241899,0,3.03658897188,1,0,0,0,1,0,1
26372846,14.3944338216,0,3.86661333739,0,9.74691763884,0,6.79384856758,0,4.31189728467,0,9.57788822123,0,3.10723250595,0,1,1,0,0,0,1
22980462,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,5.40625794847,0,3.33222185165,1,0,1,0,0,1,0
14016043,-3.64549014529,-1,2.90583813207,-1,6.64911399054,-1,5.5011473353,-1,5.77018827624,-1,6.44319430541,-1,3.87087664063,0,0,0,1,0,1,0
48733901,4.09305347628,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,3.3806987573,-1,3.44821724038,0,1,1,0,0,0,1
55061302,-13.0658088966,-1,9.66388704311,0,9.13799386101,0,6.25790183233,-1,4.76504635121,-1,5.86878281672,-1,3.03658897188,1,0,0,1,0,1,0
52417150,8.10432129529,0,3.85059402764,0,3.83038056332,0,9.05136746916,0,5.8146170987,0,4.7972171456,2,2.88449914061,0,1,0,0,1,0,1
47670078,6.65943802128,0,1.67277690672,0,1.6798500433,0,1.64386782898,0,1.57079408624,2,2.01397926246,1,3.55689330449,0,1,0,1,0,0,1
19488553,4.53530669614,0,6.8334493844,0,1.22725658194,0,1.11901891125,0,3.02341700569,0,2.98376105752,0,3.07231682569,0,1,0,0,1,0,1
44808836,-2.89045677897,-1,3.18037712917,-1,4.22517771506,-1,4.62019146774,-1,0.0,0,5.65663579956,0,2.88449914061,1,0,0,0,1,0,1
14752129,11.9336487419,0,3.72452586791,0,3.58620334027,2,4.01567061115,3,3.54160587657,2,3.53207254966,1,3.23961180128,0,1,0,0,1,1,0
59430160,8.93799236566,0,2.38142846714,0,2.49507754614,0,2.67356542755,0,10.6227924634,0,3.22207583829,0,3.55689330449,1,0,0,0,1,1,0
38879714,9.68861763322,0,4.45113599412,0,2.76884177011,0,6.55888048824,0,5.34469669832,2,3.23066810042,2,3.0,0,1,0,0,1,0,1
19502171,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,11.573487207,-2,3.47602664489,0,1,1,0,0,0,1
37127259,11.3955965603,0,2.84330159738,0,14.7220828525,0,7.3892920915,0,13.5651060136,0,4.75583724108,0,3.20753433,0,1,0,0,1,0,1
33919262,12.200353844,0,7.10375208017,0,3.5792352954,0,4.16990344192,0,4.35633659675,0,4.10665176443,0,3.75628575422,1,0,0,1,0,1,0
43821204,3.91648520501,0,0.994587019173,0,3.97772008172,0,0.86885179043,2,1.86904394112,2,1.79503140051,2,3.33222185165,1,0,0,0,1,1,0
38834567,0.0,-2,0.0,0,3.56130375595,0,8.50703380878,0,6.34376064178,0,2.43455688929,0,2.88449914061,1,0,0,1,0,1,0
29852896,0.0,-1,2.28086281082,-1,0.0,2,2.28086281082,2,2.28086281082,2,5.39125564192,1,3.0,1,0,0,0,1,0,1
18927093,7.78358211828,2,2.30729900506,2,1.98665927708,2,2.55279656282,3,2.54053804709,4,2.55279656282,1,3.44821724038,0,1,0,0,1,0,1
37868872,0.0,-1,2.13407989062,-1,5.6958078625,-1,2.13407989062,-1,4.5986757877,-1,4.5986757877,-1,3.07231682569,1,0,0,0,1,0,1
50284299,3.8652834483,0,10.5425751941,0,1.81334931262,-1,4.97534504783,-1,5.4323134215,-1,0.0,1,3.14138065239,1,0,0,0,1,1,0
42215495,6.27056455603,-1,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,3.03658897188,0,1,1,0,0,0,1
19244167,1.58278534487,-2,3.5550241683,-2,4.08651788841,-2,5.52469033542,-2,4.03285276852,-2,2.42218178096e-05,-2,3.17480210394,1,0,1,0,0,0,1
38321847,11.3324950207,0,2.73604803495,0,4.4835036003,0,4.97975723671,0,3.46136329606,0,4.20784976416,0,3.55689330449,1,0,0,0,1,1,0
37132609,7.84622966438,-1,2.26547709592,0,7.91963491413,0,3.51847831524,-1,0.0,-1,4.22071959757,-1,3.14138065239,0,1,0,0,1,0,1
55498555,6.97479768241,0,2.16207807555,2,2.43623242794,2,2.43119887553,2,2.08495171329,0,1.57481147991,0,3.50339806039,0,1,1,0,0,1,0
34814451,8.35478268132,0,4.41981738631,0,4.41981738631,0,4.63504152234,0,4.50024978367,0,4.51735930543,0,2.88449914061,1,0,0,1,0,0,1
48115689,7.60446759485,0,2.3404226475,0,2.58591436064,0,2.56342701023,0,2.51879643543,0,5.38029220416,2,3.75628575422,1,0,0,1,0,1,0
57223560,-13.1865871867,0,2.0594947075,0,15.0100472852,0,17.0553695469,0,5.64761453061,0,5.47110025805,0,3.23961180128,1,0,0,0,0,1,0
12583176,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,3.95789160968,0,1,0,0,1,1,0
17619150,-7.39074785747,0,8.41682192091,0,1.81334931262,0,2.00413079572,0,1.85759468635,0,1.82833635022,0,3.0,0,1,0,1,0,0,1
38210599,10.3721872156,2,2.96126669215,0,2.82971483015,0,2.93842535265,0,2.79580020035,0,2.73471986498,0,3.0,1,0,0,1,0,0,1
12777489,16.3068500179,0,3.88052212037,0,13.5248054975,0,11.1118664105,0,12.5191651756,0,7.40164787991,0,2.96249606841,1,0,0,0,1,1,0
35768528,0.0,-2,0.0,-2,0.0,0,12.7985971322,0,6.96374896978,0,3.89170903596,2,3.53034833533,0,1,0,1,0,0,1
45665481,14.9002523207,0,4.61553119792,0,4.5583801989,0,6.33138929314,0,5.15841856822,0,5.46411925771,0,3.07231682569,1,0,1,0,0,0,1
12041048,15.5806034268,0,6.90547218357,0,9.69316787115,0,6.87617144909,0,8.35990491086,0,13.1949831256,0,3.23961180128,1,0,1,0,0,0,1
42722925,6.93700540464,0,7.01299313574,0,-6.5017871094,0,1.6290239681,0,1.54207860093,0,1.49466597311,0,3.50339806039,1,0,0,0,1,1,0
19201787,7.01238689497,2,2.1996869527,2,1.77947575354,2,2.43287904115,0,2.4108531612,0,2.04296135333,2,3.17480210394,0,1,0,0,1,0,1
13385985,6.72270014437,0,3.02450378401,0,2.50303384216,0,2.72136652787,0,2.76234516771,0,2.72805953695,0,3.17480210394,1,0,0,0,1,0,1
24548778,7.2669719495,-1,0.0,-1,4.30440111851,-1,0.0,-1,2.61530226695,-1,3.10078370751,-1,2.92401773821,0,1,0,0,1,0,1
48396571,7.12201978951,-1,7.02207419708,-1,7.19455399388,-1,7.003685901,-1,7.2601909453,-1,7.02831640207,-1,3.41995189335,0,1,1,0,0,1,0
41919801,-10.9493339534,-1,12.8826172479,0,7.7551001213,0,7.31427431684,-1,7.04116857377,-1,15.8041356484,0,3.77976314968,1,0,1,0,0,0,1
22957438,4.48794858032,0,9.82588171762,0,2.60509184606,0,2.28467696979,0,2.90466072589,0,2.5420768349,0,3.03658897188,1,0,0,0,1,0,1
14812084,17.2750726475,0,4.77770547776,0,10.9217440229,0,8.97602050763,0,5.04150587246,0,5.01438145642,0,3.50339806039,0,1,1,0,0,1,0
27592313,8.6557466895,0,2.45451316388,0,3.91778055328,0,10.3290539117,0,3.94478729156,0,3.59391397109,0,3.37145799265,1,0,0,0,1,1,0
53362928,-3.11211181236,-2,2.11203203387,-2,2.11203203387,-1,4.450132582,-1,6.77116551072,-1,5.96780116681,-1,3.47602664489,1,0,1,0,0,1,0
53020070,12.5530598847,2,3.34732864932,2,3.30146904291,2,3.67736571574,2,3.66038506106,2,3.6236738645,2,3.23961180128,0,1,1,0,0,0,1
30316228,15.3940772792,0,8.67189896885,0,8.85905088713,0,5.5230618865,0,5.45545132526,0,7.98391639575,0,3.07231682569,0,1,1,0,0,0,1
51237433,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,3.39121144301,1,0,0,0,1,1,0
49825885,6.17978551358,0,1.5867423247,2,2.02373234078,0,1.57079408624,0,1.5251777487,0,1.95856649312,0,3.63424118566,0,1,0,1,0,0,1
17877490,-6.98682954835,-1,3.53922736284,-1,2.26547709592,-2,2.26547709592,-2,2.26547709592,-2,2.92105835158,-2,3.53034833533,1,0,0,1,0,1,0
31562226,5.95353612086,0,4.02612011365,0,5.62540546187,0,4.50319208577,0,3.75437450981,0,4.89164470307,0,3.23961180128,1,0,0,0,1,0,1
37533758,12.2523421605,2,6.97500196383,0,6.55425699222,0,6.16282448162,0,6.32394323099,-1,6.98092076451,-2,3.44821724038,1,0,0,0,1,0,1
22017325,9.5484400109,-1,13.1275716225,-1,7.15361900935,-1,11.2382352575,-1,8.0373454125,-1,8.13432026559,-1,3.65930571002,1,0,0,0,1,1,0
30828210,9.48744697838,2,6.55911149167,-1,5.53281823418,-1,5.63136591155,-1,4.6640026641,-1,4.33423086156,-1,3.14138065239,1,0,1,0,0,0,1
48971605,9.22172298377,-2,2.91405338859,-2,0.0,-2,2.82971483015,-2,4.68989917693,-2,5.28132740386,-2,3.03658897188,0,1,1,0,0,0,1
17224665,0.0,-1,4.0383446311,-1,4.5854800888,-1,6.45800190611,0,4.59302977124,-1,4.69125424756,-1,3.41995189335,1,0,0,0,1,1,0
35617922,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,3.44821724038,0,1,0,1,0,0,1
28542509,13.4651065286,2,3.49178538819,2,3.442179443,2,3.79137612673,2,3.82563325554,2,5.96445082908,2,3.47602664489,1,0,0,0,1,0,1
16631309,7.90041627887,2,2.31474195663,0,1.93496700863,0,2.49826614711,2,2.49188077448,0,2.47252557922,0,3.82586236554,1,0,0,0,1,1,0
38994173,8.91104122414,0,3.13047277884,0,2.57546912243,0,5.68475874094,0,3.55895150708,0,2.44291164554,0,3.53034833533,1,0,0,0,1,1,0
46655762,15.5479896465,0,3.96448612431,2,5.62540546608,2,4.81785614846,2,4.71238225871,0,4.72487962516,0,2.96249606841,1,0,0,1,0,1,0
56325929,9.89538267151,0,9.35817409808,0,6.76726169724,0,3.6876254678,0,12.7509157145,0,-11.7465754066,2,3.58304787102,0,1,0,1,0,1,0
40264001,8.65296029298,-2,12.2862746605,-2,7.56299727998,-2,6.68043598574,-2,7.96766919086,-2,6.91691543951,-2,3.58304787102,0,1,1,0,0,1,0
17559892,0.0,-2,0.0,-2,0.0,-2,0.0,-2,4.23738927925,-2,7.96124579628,-2,3.17480210394,1,0,1,0,0,0,1
45684656,6.65360663649,0,6.90213610542,0,6.75857038849,0,6.17170803459,0,2.3404226475,0,2.52660428585,0,3.10723250595,1,0,0,0,1,0,1
32247460,-7.60309252607,0,12.2966019741,0,13.0964733781,0,5.11852258652,0,4.73952433404,0,7.45477846078,0,3.33222185165,0,1,1,0,0,1,0
28032600,13.6108571391,0,3.49585602066,0,13.6353284825,0,-13.2601869453,0,12.3394359837,0,10.1783895249,0,3.14138065239,1,0,0,0,1,0,1
17534303,13.8574699928,0,4.6099264061,0,5.0139861875,0,6.62836919882,0,5.94764235854,0,6.61249769238,0,3.58304787102,0,1,0,1,0,1,0
36469932,-2.55584286233,0,5.98477421005,0,6.83706541693,0,2.88449705736,0,7.53649571322,0,3.13654548616,0,3.07231682569,1,0,1,0,0,0,1
52572404,6.55749412271,0,1.88595928537,0,1.8747163399,0,1.71772820677,0,1.99168245719,0,3.02558978187,0,3.10723250595,1,0,0,0,1,1,0
59287920,16.0995742914,0,6.5270779444,0,9.6399917823,0,9.7799657111,0,7.73006799275,0,5.58141067138,0,3.0,1,0,1,0,0,0,1
58468098,12.3359757934,0,2.8785125984,-1,2.75319826244,-1,10.9259080495,0,3.54872232272,0,11.4976856217,0,3.07231682569,1,0,0,0,1,1,0
40779758,17.8054217209,0,4.31403427869,0,3.89825964427,0,8.14586874817,0,7.8041957746,0,6.52217563079,0,3.03658897188,0,1,0,1,0,0,1
20277110,9.22102176539,0,2.8797114873,0,9.53687195403,0,7.53859472341,0,4.47458708964,0,4.11077254339,0,3.23961180128,1,0,0,0,1,0,1
33073078,6.28216926426,-1,9.02777360454,0,3.0212411021,0,2.73471986498,-1,2.65536782143,-1,2.13407989062,-1,3.44821724038,0,1,1,0,0,0,1
18774320,4.14170810206,0,0.0,0,2.42218178096e-05,0,7.42641664437,0,2.75450868541,0,1.86619478435,0,3.17480210394,1,0,0,1,0,0,1
44221440,-4.37925689526,-2,0.0,-2,6.52217563235,-1,4.99175092069,-1,8.71149482478,0,4.50417199921,0,3.23961180128,1,0,0,0,1,1,0
49251775,0.0,-2,0.0,-2,0.0,-2,0.0,0,7.73538634966,0,2.37791861906,0,3.10723250595,1,0,0,0,1,1,0
32696985,3.78860869328,-1,3.18821784412,-1,5.12836592088,-1,7.87822263589,-1,5.76181874151,-1,3.61532958944,-1,3.39121144301,0,1,1,0,0,1,0
10936925,-2.56795604263,-1,3.73595305145,0,4.96770550486,-1,3.88513630527,2,4.23351142051,2,4.20728841814,-1,3.63424118566,1,0,0,1,0,1,0
45517519,5.50934480128,-2,2.53126592794,-2,3.40401465793,-2,4.12191608176,-2,4.41166272316,-2,6.03184832968,-2,3.3619754068,1,0,0,0,1,0,1
58084288,2.70652486848,-1,2.6138485133,-1,8.39925021652,-1,3.29140910867,-1,4.9628683981,-1,0.0,1,3.50339806039,1,0,0,0,1,1,0
46960222,9.39096761154,2,2.95217255646,0,2.9233858891,0,3.07997245154,0,2.72939420425,0,2.70516753381,0,2.96249606841,0,1,0,0,1,0,1
13570901,10.9157422396,0,4.99454116239,0,4.58736984289,0,4.14518122641,0,3.26458833624,0,3.80171817499,0,3.50339806039,0,1,0,0,1,1,0
32154624,10.0700923155,0,7.21274728699,0,9.32034676929,0,7.92216924816,0,13.1454239817,2,13.0873123257,1,3.20753433,0,1,1,0,0,1,0
32724525,0.0,-2,1.43925630322,-2,1.43925630322,-2,1.43925630322,-2,1.43925630322,-2,1.43925630322,-2,3.14138065239,0,1,1,0,0,0,1
24548296,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,13.4795066108,0,3.07231682569,0,1,0,0,1,0,1
53918364,4.66491618928,-2,5.08223062186,-2,3.96195533133,-2,3.59314440151,-2,5.59604675073,-2,5.91600987362,-2,3.44821724038,1,0,0,0,1,0,1
42400332,5.84357221089,0,3.63423856093,0,2.1142575698,0,3.5823355649,0,10.5489196854,0,4.87246485589,0,3.44821724038,0,1,0,0,1,1,0
13542830,19.4649997153,0,7.26245268212,0,18.6451826897,0,10.5360440148,0,8.53931887373,0,7.79292085514,0,3.23961180128,0,1,1,0,0,0,1
28394112,17.8308700118,0,4.40142681,0,4.41727227738,0,14.0200734427,0,6.55333151423,0,8.48141503898,0,3.17930503271,1,0,0,0,1,1,0
26426655,0.0,-1,2.80467179263,-1,3.93774985538,-1,2.80467179263,2,3.73524089874,-1,3.73524089874,-1,3.14138065239,0,1,0,0,1,1,0
38001770,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,3.50339806039,1,0,0,0,1,1,0
43943196,8.41696219894,2,3.77540785909,2,3.48279642669,2,2.00660198293,2,2.6721743943,0,2.0453396574,0,3.75628575422,0,1,0,0,1,1,0
59230097,6.54150864702,0,5.62069090597,0,4.12659012243,0,2.74794405451,0,3.38156805504,0,3.32230763261,0,3.70842976927,0,1,0,0,1,1,0
45054617,-6.66324533492,-1,3.90152671325,0,3.43545641354,0,12.6374410516,-1,3.35529216548,-1,3.92940033626,-1,4.0,1,0,1,0,0,1,0
48584651,15.8926053586,2,5.45511739972,0,4.11957508107,0,4.78466120656,0,4.7628569284,2,4.71774638358,2,3.30192724889,1,0,0,0,1,1,0
50720606,-3.32050594699,-1,2.31474195663,-1,4.72621472608,-1,2.31474195663,-1,2.31474195663,-1,2.31474195663,-1,3.30192724889,1,0,1,0,0,1,0
22866167,7.39711010605,0,6.0830369898,0,6.08115644121,0,1.81334931262,0,3.0517578125e-05,-1,6.28468636095,0,3.07231682569,1,0,1,0,0,0,1
31845439,2.70652486848,-1,3.89433192846,-1,3.18037712917,-1,0.0,-2,0.0,-1,5.41813241575,-1,3.44821724038,1,0,0,1,0,1,0
49010295,-2.27703585261,-1,3.26924406521,-1,2.84943473349,-1,2.24594614908,-1,3.26924406521,-1,2.84943473349,-1,3.27106631019,1,0,0,0,1,1,0
44789431,7.61064925393,2,2.31288570727,2,2.24791455162,2,2.50936265252,2,2.49826614711,0,2.65395764176,0,2.92401773821,0,1,1,0,0,0,1
25760978,13.8045851126,0,7.05177637782,0,5.82459375433,0,7.0557710431,0,5.92819442122,0,4.65668155747,0,3.0,1,0,1,0,0,0,1
47563863,10.0011189428,0,2.44623760152,0,2.40227356313,0,9.91392079103,0,-8.02902947648,0,3.11518700993,0,3.70842976927,0,1,0,1,0,1,0
14454057,13.121167507,0,5.36272629926,0,4.31082801977,0,3.77401289923,0,3.82563327832,0,3.21728250206,0,3.33222185165,0,1,1,0,0,1,0
54273691,12.9140972503,2,4.19602990298,2,4.91520432134,0,3.73595303712,0,3.7816723841,0,4.00392699758,0,3.0,1,0,0,0,1,0,1
44251775,9.37459953451,0,2.91405338859,0,2.91872709891,0,2.96126671496,0,2.91288261571,2,3.78028205392,1,3.73251115682,1,0,0,0,1,1,0
14250806,9.37086639163,0,2.61820493555,0,6.5903775726,0,5.29731214844,0,8.32334280546,0,4.54013303446,0,2.88449914061,0,1,1,0,0,0,1
29403689,3.86727791896,-1,3.93261588625,-1,2.97143132572,-1,3.82019333287,-1,3.2580479362,-1,2.49188077448,-1,3.20753433,1,0,0,0,1,0,1
31711566,13.9751348875,0,5.4052377164,0,4.5290170488,0,6.72401922468,0,4.25831772497,0,7.80223726092,0,3.47602664489,1,0,0,0,1,1,0
13952381,2.90819008626,0,7.32151176635,0,4.63550405517,0,2.58739966502,0,6.52194200497,0,8.59173856445,0,3.96457775119,1,0,0,1,0,0,1
39033158,0.0,-2,0.0,0,6.4859980028,0,6.33163720071,0,2.26353913338,2,2.56644814091,1,3.23961180128,0,1,0,0,1,0,1
29726937,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,2.96249606841,1,0,0,0,1,0,1
35691797,1.744261015,0,5.44675577196,0,-2.13778635456e-05,0,-2.26020513032e-05,0,1.62527044335,0,1.240313483,0,2.92401773821,1,0,1,0,0,0,1
28242740,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,3.39121144301,1,0,1,0,0,0,1
59024348,10.0920942199,0,6.19095491683,0,11.1362002745,0,11.7880579758,0,6.93617925517,-1,9.60941703474,0,3.0,0,1,1,0,0,0,1
37065614,12.8308524692,0,2.94531499576,0,3.38156804921,0,4.02918321306,0,3.71878587965,0,3.73024819438,2,3.50339806039,1,0,0,0,1,1,0
51906111,3.19309877312,0,2.27703585261,0,2.27703585261,2,2.27703585261,-1,2.27703585261,-1,2.27703585261,-1,3.60882608014,0,1,0,1,0,1,0
30994068,16.3005316047,0,4.13880936924,0,4.15729160646,0,4.13067122821,0,8.91341847034,0,11.8609822495,0,3.41995189335,1,0,0,1,0,0,1
28458401,9.40132335978,0,2.63691731548,0,4.19320581037,0,5.09298100952,0,10.2268883254,0,5.77495998673,0,3.60882608014,1,0,0,1,0,1,0
53077218,2.73339039474,-1,3.25617441771,0,3.61228574074,-1,3.25711144637,-1,3.76912248478,-1,3.85528008202,-1,4.0,0,1,0,0,1,1,0
11054098,-6.74374365485,-1,7.2965844283,-1,4.68537660983,-1,6.7004174686,0,4.61599764564,-1,5.79574408357,0,3.41995189335,0,1,0,1,0,0,1
41459193,0.0,0,6.44989002877,0,0.0,0,3.24394365598,0,3.36321809974,2,3.27017362001,1,3.63424118566,0,1,1,0,0,1,0
40491609,20.1592765368,0,4.77465595869,0,4.78379284989,0,5.10292303281,0,5.01477666303,2,5.57726044527,1,3.33222185165,1,0,1,0,0,1,0
48476686,1.64753718898,-1,1.86047022451,-1,3.90674266426,0,1.25310112141,-1,0.0,-2,0.0,1,3.41995189335,0,1,1,0,0,1,0
42090718,6.17144711855,0,3.70363349906,0,5.71351958148,2,5.43870438436,0,7.10473660266,0,4.60477670161,0,3.39121144301,0,1,0,0,1,0,1
55128052,-0.310078370751,-2,0.0,-2,0.0,-2,1.52587890625e-05,0,8.64219590818,0,2.43957660843,0,3.07231682569,0,1,0,1,0,1,0
34243918,17.2679766834,2,4.45764718013,2,5.06369485428,2,5.04072374811,2,4.98696036984,2,5.0036872535,3,3.33222185165,1,0,1,0,0,0,1
45770748,0.0,-2,0.0,-1,1.86619478435,-1,2.55279656282,-1,3.90674266426,-1,0.0,1,3.73251115682,1,0,1,0,0,1,0
36507095,9.30522133287,0,2.64119803293,0,2.58591436064,0,2.78431048085,0,2.75057366765,0,2.21194172898,0,3.17480210394,1,0,1,0,0,0,1
15906219,-11.9065815604,0,8.06814894689,0,11.1178995675,0,9.18759029967,0,8.86765301902,0,8.5457194537,0,3.03658897188,1,0,0,0,0,1,0
59046847,5.16103155267,-2,6.86670012656,-2,8.64658463314,-2,6.95759561,-2,14.4215774797,-2,7.66363875549,-2,2.82092386897,1,0,1,0,0,1,0
24032219,14.7758535742,2,3.85795272967,2,4.61179618915,2,4.58169591346,2,4.55550876469,0,4.56697282714,0,2.92401773821,1,0,0,0,1,0,1
35374445,8.93786796598,0,2.23605198489,0,2.49826614711,2,2.8259866113,0,2.20378703107,0,2.18313176677,0,3.65930571002,0,1,1,0,0,1,0
39455833,16.3211511675,0,9.42039918041,0,4.26543043273,0,5.11890186919,0,5.07336579995,0,4.95559500675,0,3.17480210394,1,0,0,0,1,1,0
16854280,10.6165359859,0,2.89875931867,0,3.06840534413,2,3.05035549023,0,3.02232946012,0,3.01250597957,0,3.65930571002,1,0,0,1,0,1,0
20659647,15.4961833919,0,4.84637238922,0,5.28097108708,0,5.59318919018,0,4.65438896514,0,4.30654555666,0,3.0,1,0,1,0,0,0,1
35858656,0.0,-2,0.0,-2,0.0,0,4.03712550812,0,5.40217467052,0,7.90471283821,0,3.10723250595,0,0,0,0,1,0,1
45061971,7.50310440255,0,2.27511754012,0,1.89982713109,0,1.90805159349,0,2.50144662941,0,1.81032201265,0,3.65930571002,0,1,0,1,0,1,0
10164282,-6.07308374296,0,3.83038056332,0,3.64249651623,0,3.82427473911,-1,5.92791163558,0,5.37238454878,-1,3.39121144301,1,0,1,0,0,1,0
