,SHOP_JUL_NET,PAY_JUL,SHOP_AUG_NET,PAY_AUG,SHOP_SEP_NET,PAY_SEP,SHOP_OCT_NET,PAY_OCT,SHOP_NOV_NET,PAY_NOV,SHOP_DEC_NET,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
42848072,143.254348,0,5.6943976,0,358.4489128,0,223.2144232,0,96.0892328,0,665.3501116,0,M,graduate school,single,17/01/1990,0
14162063,7733.945976,0,-178.404582,0,-165.018276,2,-96.357556,0,-252.968396,0,-151.274206,0,F,graduate school,single,07/01/1978,0
10904046,-160.099032,-1,0.0596272,-1,30.5291264,-1,54.4992608,-1,91.229616,-1,-147.8456424,-1,M,university,married,20/01/1987,0
54799603,1828.408461,0,-52.143987,2,-24.208643,2,-10.10681,2,-268.948486,2,44.183755,1,F,graduate school,single,16/01/1988,1
25483056,988.64879,0,554.413705,0,492.580299,0,350.429055,0,377.768125,0,348.40173,0,F,graduate school,married,22/01/1978,0
15545821,-91.825888,-1,0.0,0,43.9154328,-1,-61.8334064,2,87.8308656,2,50.4147976,1,F,university,married,31/01/1970,1
11655569,3389.657252,0,180.580975,0,60.312913,0,4.621108,0,1976.343544,0,-89.977445,0,F,university,single,18/01/1991,0
39752090,2208.233725,2,-46.032199,2,-145.400927,2,51.100511,2,-114.007207,2,49.758899,2,M,graduate school,single,09/01/1983,1
45637703,1245.761276,0,12.730407,0,4.770176,0,17.321702,0,47.612319,0,13.803697,0,M,university,married,01/01/1991,0
49658120,43.527856,-1,-43.527856,0,433.9667616,0,154.6729568,0,546.9901196,0,452.272312,0,F,graduate school,single,29/01/1993,0
58407954,319.8403008,4,-35.3589296,3,-44.6905864,2,-45.316672,2,-50.68312,0,-55.8706864,0,F,high school,married,21/01/1960,1
24312172,430.955588,0,-100.8892224,0,148.5611688,0,357.4054368,0,365.9023132,0,-523.3181212,0,F,graduate school,single,06/01/1990,0
37572784,-36.8496096,-1,-6.0819744,-1,23.254608,-1,163.7959184,2,93.1376864,-1,-236.6603568,-1,F,graduate school,single,26/01/1984,0
26026388,-53.962616,-2,4.47204,-2,-8.94408,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,single,22/01/1982,0
39858889,652.0532456,0,-78.0520048,2,20.3626888,2,-6.4695512,3,20.0049256,2,-81.8085184,2,F,high school,married,08/01/1971,1
18218656,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,graduate school,single,22/01/1988,0
13158148,-11.627304,-1,0.0,0,11.627304,-1,-11.627304,2,156.5214,-1,-156.5214,-1,F,graduate school,single,10/01/1991,0
11259633,535.0944928,2,14.012392,2,-29.0384464,2,18.3949912,2,-30.55894,2,-41.9775488,2,F,university,married,24/01/1981,1
31554984,833.6180696,2,17.7092784,0,-79.8110072,0,-8.1391128,2,107.8954184,0,-46.3899616,0,F,university,single,17/01/1962,0
12079521,-22.4496408,-1,77.0085288,-1,-59.8060816,-1,-4.47204,2,9.7192336,3,0.0,-1,M,university,married,03/01/1986,0
17549401,761.7971072,0,33.1825368,0,-21.7937416,0,14.4894096,0,6.2906696,0,-2.2062064,0,F,university,single,21/01/1995,0
11713369,-273.5099664,-1,714.2742288,0,-199.2144752,-1,164.6306992,-1,2463.7362772,0,-64.09924,0,M,high school,single,19/01/1987,0
18689842,2113.78424,0,53.187462,0,2109.22276,0,10.583828,0,-144.864283,0,-48.387473,0,M,graduate school,married,04/01/1961,0
32588190,525.5839544,2,14.0422056,2,-47.6123192,2,18.037228,0,-59.0607416,0,-30.9465168,2,F,university,single,29/01/1993,1
27513253,13.8335104,-2,91.825888,-2,227.8057176,-2,-106.881756,-2,7.9602312,-2,166.8965328,-2,F,university,married,02/01/1967,0
31090563,1492.468816,0,-34.941539,0,-66.216006,0,-66.484328,0,-127.572394,0,27.130376,0,F,graduate school,single,13/01/1991,0
11550108,23.9105072,-1,-14.1912736,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,M,university,single,30/01/1986,0
32333987,988.022704,0,29.336582,0,57.71913,0,57.420994,0,141.227023,0,-39.681902,0,F,graduate school,single,18/01/1991,0
27546493,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,graduate school,single,07/01/1985,0
48399383,3780.513548,0,386.384256,0,1346.82938,0,-88.933969,0,-64.576257,0,277.26648,0,F,graduate school,married,05/01/1983,1
34905916,2843.14415,0,-71.940216,2,76.322816,0,-222.02188,0,-104.258159,0,-80.288025,0,F,graduate school,single,11/01/1986,0
35933211,1525.740794,2,-30.618568,2,-31.542788,2,-23.970135,2,-95.791097,2,30.350245,1,F,graduate school,married,15/01/1982,0
50934543,-3.428564,-1,10.8223368,-1,132.9388424,2,40.546496,0,43.97506,0,-113.9773928,0,M,graduate school,single,24/01/1988,0
20815947,0.0,-2,0.0,-2,0.0,-2,0.0,-1,19.3490264,-1,135.3835576,-1,F,graduate school,married,31/01/1978,1
38188266,-111.9202544,-2,-14.0720192,-2,269.1571808,-2,-75.577476,-2,-154.0766848,-2,-13.9825784,-2,F,graduate school,married,21/01/1960,0
33730528,2170.2511984,0,99.487983,0,-6.260856,0,11.1801,0,412.948174,2,176.764834,1,F,graduate school,single,07/01/1988,0
52357832,4025.223577,0,-84.22342,0,-1281.120206,0,-861.940989,0,-65.530293,0,-57.599875,0,M,graduate school,married,09/01/1982,0
21006358,3577.125169,2,77.097969,2,-21.018588,2,675.307854,2,664.09794,2,-18.96145,2,M,graduate school,single,19/01/1988,0
16688727,4129.899126,0,-143.19472,0,234.692659,0,138.692867,0,61.058253,0,-44.362637,0,M,university,married,,0
57863799,416.5258056,3,15.4136312,2,-20.2136208,2,-8.4074352,3,15.2347496,4,15.4434448,1,M,university,married,11/01/1976,1
19605869,2814.761603,0,-57.301739,0,-40.963886,0,-57.898012,0,-62.28061,0,-55.751432,0,F,graduate school,married,17/01/1957,0
30375274,1033.577885,2,22.390013,2,-20.273248,2,-62.370051,2,25.580069,2,-197.9026768,2,F,university,single,24/01/1990,1
45186665,1283.3264118,0,-15.115495,0,1299.783519,0,-35.090607,0,-40.457055,0,84.849505,0,M,,married,09/01/1981,0
10641217,5110.110667,0,-16.486921,0,-78.558836,0,83.299199,0,145.192232,0,55.781245,0,M,university,married,29/01/1969,0
39831628,-1841.4966312,0,695.5214744,0,-295.89998,-1,-355.229044,-1,-89.1724776,-1,1998.5248626,-1,F,university,single,21/01/1991,0
15335179,653.2756032,0,-19.4384672,0,7.4534,0,179.6567536,0,23.6123712,0,-136.0692704,0,F,university,single,12/01/1991,0
24317191,2060.060133,2,96.446996,2,-24.417339,0,-177.957378,0,-65.291784,0,-94.837062,0,F,graduate school,single,17/01/1990,1
54208108,691.466825,0,236.928679,0,3.935395,0,901.950841,0,8.437249,0,-11.865813,0,F,university,single,03/01/1972,0
26848316,563.3875992,3,18.2757368,3,-8.2285536,2,-71.8209624,0,-48.5663544,0,-42.9017704,0,F,university,married,28/01/1987,0
18727266,-101.1873584,-1,-218.7423832,-1,90.6631576,-1,-25.3117464,-1,42.4545664,-1,-105.6593984,-1,M,high school,single,16/01/1987,0
27168191,747.874156,0,-17.9477872,0,-49.2520672,0,-35.1204208,0,-562.6124456,0,-61.3563888,0,F,university,single,29/01/1990,0
45933736,-1257.4780208,-1,41.0533272,-1,-78.8867856,-2,-14.608664,-2,-113.1127984,-2,-6.70806,-2,M,graduate school,married,16/01/1969,0
58777158,8521.4125932,0,-733.41456,0,2552.521178,0,-196.47162,0,-237.70384,0,-282.27516,0,M,graduate school,single,05/01/1982,0
29384152,552.5056352,2,17.9179736,0,-148.6506096,0,-38.906748,0,-49.19244,0,-40.5166824,0,F,graduate school,single,20/01/1987,0
57425905,199.0952208,0,16.6359888,0,36.52166,0,44.8396544,0,67.3489224,0,117.5252112,0,M,graduate school,married,12/01/1981,0
47807222,-12.4024576,0,12.4024576,-1,-12.4024576,0,12.4024576,-1,-12.4024576,2,12.4024576,-1,M,university,single,05/01/1991,1
23595336,14.9366136,-1,-134.9661672,-1,83.7464024,-1,-12.1341352,2,142.5686352,-1,61.416016,-2,F,high school,married,26/01/1967,0
20662369,867.2179968,2,19.0210768,2,-23.1949808,2,-12.521712,2,-35.5079976,2,-31.453348,1,F,university,married,18/01/1970,1
55791918,5036.172939,2,-84.312861,2,-313.549631,2,116.571176,2,-79.542685,2,-86.727762,2,F,graduate school,single,11/01/1986,1
58378244,4568.308114,0,-242.354754,0,-79.930262,0,31.870739,0,225.51007,0,-18.663313,0,F,graduate school,single,14/01/1986,0
57640971,1649.10947,0,-60.819744,0,68.690535,0,210.156066,0,-58.702978,0,146.116453,0,F,university,single,03/01/1991,0
47880321,1667.087071,0,-120.566198,0,-103.512819,0,-105.42089,0,-125.96246,0,-117.853161,0,F,university,married,17/01/1983,0
38678431,-135.8903888,-1,659.327764,0,22.658336,0,-85.5948456,0,-35.5974384,0,-77.217224,0,F,graduate school,single,27/01/1979,0
52194667,365.365668,0,8.049672,2,25.5502552,2,36.9390504,0,-43.527856,0,-29.8732272,0,M,high school,single,11/01/1976,0
30324421,3590.362407,0,-247.035489,0,-64.963835,0,2362.042087,0,-2384.223405,0,-694.209676,0,F,graduate school,married,11/01/1981,0
57106045,-52.5017496,-1,-12.7900344,0,83.9849112,-1,-79.9302616,2,37.4458816,-1,-51.9352912,-2,F,graduate school,single,22/01/1990,0
13947287,99.428356,0,489.5691256,0,-5.9925336,0,-23.8210664,0,-35.9850152,0,-21.1974696,0,F,university,single,21/01/1990,0
53453467,4705.420861,0,-73.162575,0,-2.057138,0,-10.85215,0,-44.422264,0,-2673.355699,0,M,university,married,17/01/1980,0
36853735,3874.8735922,0,-115.348819,0,365.037719,0,-55.721619,2,124.740103,2,-109.058149,2,F,graduate school,married,18/01/1985,0
38044182,0.0,-2,0.0,0,115.3190048,0,2.98136,-1,-118.3003648,-1,224.3175264,-1,F,graduate school,single,16/01/1977,0
31088704,-32.1092472,-1,141.1077688,-1,976.2463322,-1,912.504855,-1,-1636.3492496,-1,-92.3327192,-1,F,university,married,16/01/1979,0
37874089,2058.807962,0,730.492827,0,-1075.555434,0,946.641427,0,1318.894037,0,672.62463,0,M,university,married,26/01/1975,0
24046666,0.0,-2,0.0,-2,0.0,-2,0.0,-2,262.0019168,-2,-75.9352392,-2,F,graduate school,single,20/01/1970,0
46695886,-25.8185776,-1,15.9204624,-1,-138.63324,2,41.9477352,2,0.0,-1,-15.1453088,1,F,high school,married,15/01/1972,0
45647594,363.874988,0,-286.4192552,2,7.4832136,-1,-204.1933464,0,598.7763424,0,-157.7735712,0,F,university,married,30/01/1975,0
43641914,0.0,-2,0.0,-2,0.0,-2,0.0,-2,165.614548,-2,-225.241748,-2,F,graduate school,single,10/01/1989,0
37417684,-68.5116528,-1,175.751172,0,54.8868376,0,155.179788,0,439.0350736,0,-1.1031032,0,M,graduate school,single,04/01/1987,0
39826788,139.4382072,0,-15.4434448,0,-15.8608352,0,-18.4546184,0,-18.6633136,0,-19.1403312,0,F,high school,single,27/01/1971,0
21138339,1350.5560802,0,18.186296,0,283.139759,0,178.076633,0,147.308997,0,171.726336,0,F,high school,,11/01/1985,0
15701530,0.0,-1,183.949912,-1,-110.4892016,-1,20.12418,-1,-80.9737376,2,135.2344896,-1,F,university,married,01/01/1986,0
51958736,0.0,-2,0.0,0,11.8658128,0,293.0378744,2,88.8147144,-1,-393.7184016,-2,F,graduate school,single,03/01/1982,0
47545465,-0.0298136,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,university,married,01/01/1963,0
27312903,-524.9876824,-2,0.2385088,0,2153.6450232,0,-1074.303262,0,555.665876,0,144.834469,0,M,university,single,25/01/1968,0
19160766,878.2788424,2,-48.4769136,2,61.1476936,0,-2.98136,0,-20.2136208,0,-37.0881184,0,F,university,married,19/01/1973,0
44161290,-1398.377094,-1,-1622.784062,0,397.0277112,-1,87.3240344,-1,1551.4997444,-1,-891.42664,-1,F,university,married,30/01/1971,0
21098237,611.327868,0,133.7736232,0,-18.931636,0,-39.801156,0,-35.2993024,0,-38.6682392,2,F,university,other,18/01/1952,1
50210159,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,single,20/01/1982,0
43508982,-311.403052,-2,0.0,2,317.7533488,2,14.1316464,-1,-327.9496,-2,0.0,1,F,graduate school,married,11/01/1979,1
43616216,520.8137784,0,-6.1714152,0,-11.3589816,0,1.2819848,2,31.453348,0,-50.9216288,0,M,high school,married,06/01/1968,0
17309803,-305.5894,-2,11.627304,-2,11.627304,-2,11.627304,-2,11.627304,-2,11.627304,1,M,university,single,21/01/1986,0
40606007,1338.988403,0,-23.373862,0,-5.157753,0,-65.291784,0,55.811059,0,16.546548,0,F,high school,married,,0
11257379,-3102.999488,0,66.722837,0,731.655557,0,367.571875,0,475.914497,0,296.376997,0,F,university,single,02/01/1985,0
11982956,-23.5825576,2,97.2817768,-1,-105.5699576,2,7.8409768,2,7.8409768,-1,-7.3937728,-1,M,graduate school,married,04/01/1978,0
24047282,2681.286116,0,316.978195,0,-86.697949,0,-245.246673,0,-191.045549,0,-53.694294,0,F,graduate school,single,21/01/1977,0
15014309,1481.914802,0,0.0,0,17.88816,2,45.763876,3,32.944028,4,33.748995,5,M,high school,married,23/01/1979,0
34217668,447.5617632,0,-9.5105384,0,-9.8981152,0,-4.7105488,0,-40.7850048,0,-21.2272832,0,M,high school,single,12/01/1991,0
49875974,120.3575032,0,6.558992,0,1188.4297228,0,-13.475747,0,-53.843361,0,-45.79369,0,F,university,single,12/01/1985,0
35652159,4531.99515,0,-107.507842,2,123.666813,2,-55.214787,0,-309.972,0,-90.215953,0,M,university,single,28/01/1988,0
52454969,2737.0077346,0,1568.225173,0,2169.68474,0,244.560961,0,59.567573,0,2143.299704,0,M,graduate school,single,15/01/1975,0
52092973,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,single,21/01/1980,0
32106528,-103.8407692,0,1216.424694,0,307.706166,0,302.160836,0,170.921368,0,5129.847271,0,F,graduate school,single,19/01/1984,0
46119367,1093.6821024,0,-36.044642,2,74.265677,2,-75.398594,2,27.339071,0,-88.337697,0,F,graduate school,single,16/01/1991,1
29592685,3304.0325928,0,-368.496096,2,110.578642,0,-697.131408,0,2032.989384,0,-2118.226467,-1,F,university,single,21/01/1989,0
52324701,-151.0655112,-1,-214.1809024,0,52.2930544,0,0.0,-1,-67.1104136,-2,0.0,1,F,university,single,16/01/1991,0
17775805,802.7908072,2,1.788816,2,15.4136312,2,-52.471936,2,45.614808,2,-43.1700928,1,M,graduate school,single,15/01/1983,0
28397094,509.2759152,0,342.8862136,0,281.7087064,0,531.337979,0,141.704041,0,294.707436,0,F,university,married,07/01/1980,0
55742271,1975.9857808,0,-32.019806,0,-17.411143,0,-40.307987,0,-19.021077,0,-27.130376,0,F,university,married,13/01/1971,0
21611610,2121.058758,2,-111.294168,2,-148.084152,2,48.536541,2,-101.246985,0,-91.497939,0,M,university,married,07/01/1975,0
52064773,2685.370579,2,-49.580017,2,-60.611048,2,-76.710393,2,5.843465,2,-184.397116,2,F,university,married,03/01/1990,1
37791333,3932.08589,0,-73.699219,0,-76.948901,0,156.819536,0,10.10681,2,152.7947,1,F,graduate school,single,11/01/1973,0
15619095,1213.711656,0,-39.145257,0,-43.736551,0,-35.269489,0,-45.257045,0,-30.260804,0,M,university,married,21/01/1981,0
52668084,1259.714041,2,-76.203562,2,28.442175,0,-81.89796,0,-21.763928,0,-38.84712,0,F,graduate school,single,20/01/1991,0
40821322,1308.4890906,0,-16.099344,0,-1380.011917,-1,-2.6534104,-1,-11.8061856,-1,23.6123712,-1,F,university,married,06/01/1989,0
42289203,640.097992,0,361.877477,0,-587.0595978,0,438.9456328,0,884.539698,0,-4.56148,0,F,graduate school,single,04/01/1983,0
14828920,825.1510072,0,7.155264,0,8.496876,-1,-339.8154128,0,524.033647,0,372.014101,0,F,university,married,06/01/1989,1
25982845,0.0,-2,0.0,-2,0.0,-2,0.0,0,317.067636,0,863.670178,0,F,high school,married,30/01/1978,1
19125898,2056.631569,0,-53.575039,0,-188.541207,0,-39.234697,-1,-1457.1993276,-1,17.14282,-1,F,high school,single,15/01/1968,0
38662549,545.0522352,0,-24.298084,0,88.2184424,0,622.7166636,0,97.162522,0,106.16623,2,F,university,single,11/01/1993,0
35890913,-10484.8766616,-1,-12.4918984,-1,210.0964392,-1,-71.7315216,-1,-129.0630744,-1,-11.478236,-1,F,university,married,14/01/1969,0
15454385,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,high school,married,29/01/1969,0
12363105,2749.23131,0,-65.172529,0,-1411.703774,0,1179.45583,0,1456.960818,0,-107.776164,0,M,university,single,10/01/1989,0
52060914,1023.2027522,0,-22.539082,0,-16.457107,0,-30.14155,0,97.311591,0,633.300491,0,F,university,married,13/01/1978,0
47556304,2777.911994,2,-95.73147,2,-116.869312,0,-73.758846,0,-76.919088,0,-77.217224,0,F,university,single,09/01/1978,0
17489480,56.3775176,-1,-65.7986152,-1,298.136,0,-50.2061024,0,-48.6259816,0,-33.2719776,0,M,university,married,11/01/1967,0
21898557,599.1341056,2,14.757732,0,-64.2184944,0,-21.1974696,2,17.9776008,2,-41.7092264,1,F,graduate school,married,21/01/1980,1
56244567,760.4256816,0,-40.546496,0,61.0582528,0,531.5764876,0,85.088015,0,-26.653359,0,F,,married,30/01/1971,0
18251973,-9.3018432,-1,107.9848592,-1,32.3179424,-1,-118.8370096,-1,37.8334584,-1,-44.9290952,-2,F,graduate school,single,23/01/1976,0
51326147,-2550.5236664,-1,161.8580344,-1,131.1202128,-1,-118.5985008,-1,-149.068,-1,169.93752,-1,F,university,single,21/01/1988,0
44913055,-174.260492,-1,290.3546504,-1,-209.589608,-1,174.6480688,-1,-265.0130904,-1,155.4481104,-1,F,university,single,12/01/1982,1
18266638,879.4713864,0,20.7502656,0,108.998522,0,533.66344,0,-12.283204,2,43.766365,3,M,high school,single,09/01/1980,0
13812083,-1599.5592664,-1,273.4801528,-1,37.8930856,-1,484.709509,0,-356.332147,0,1011.873584,-1,F,university,married,30/01/1969,0
21739775,0.0,-2,0.0,-2,0.0,0,462.85614,0,-26.1763408,0,-33.242164,0,F,university,married,05/01/1961,1
56289996,910.4477168,0,378.3345842,0,655.004792,0,548.540426,0,410.056255,0,505.906978,0,F,graduate school,single,27/01/1990,0
11692301,49.19244,4,0.0,4,0.0,4,0.0,4,0.0,2,0.0,2,M,university,single,04/01/1953,0
11435858,816.3559952,0,14.8173592,2,33.4806728,2,2.6534104,2,23.9701344,3,24.1192024,2,M,university,single,20/01/1984,0
34889992,470.249913,0,139.020817,0,111.562491,0,510.5579,0,245.455369,0,2440.958686,0,F,graduate school,single,07/01/1987,0
34291217,3880.538176,0,-39.026002,0,-41.798668,0,-75.547662,0,470.488422,0,-55.393669,0,M,graduate school,married,,0
53501952,491.8647728,0,109.0879624,0,-6.2310424,0,13.8335104,0,208.9337088,0,5.2471936,0,M,high school,married,06/01/1957,0
46785695,765.9710112,2,18.186296,0,-56.3775176,0,-76.9489016,2,20.8098928,2,-69.5551288,1,M,university,married,30/01/1977,1
25310802,2363.1750042,2,27.190003,0,-270.945997,0,-50.027221,0,-48.625981,0,684.848205,0,F,university,single,11/01/1985,0
18230431,88.6060192,-2,-48.1191504,-2,-52.770072,-1,109.1774032,-1,-78.1712592,-1,365.5743632,0,F,graduate school,single,22/01/1980,0
44526833,0.0,-1,56.64584,-1,164.3027496,-1,-164.3027496,-1,-56.64584,-2,0.0,1,F,graduate school,married,06/01/1984,0
33027137,-20.7502656,-1,-20.7502656,-1,20.7502656,-1,20.7502656,-1,111.651932,-1,-112.7550352,-1,F,high school,married,08/01/1969,0
31823178,0.0,-2,0.0,0,241.2218376,0,46.8371656,0,145.2518592,0,-19.975112,0,F,university,married,06/01/1983,0
41734162,6159.07237,0,185.500219,0,171.785963,0,174.946205,0,174.320119,0,202.076581,0,M,graduate school,single,26/01/1981,0
10745486,-1592.195308,0,564.0136848,0,799.3920572,0,182.220723,0,125.485442,0,66.514142,0,F,university,married,05/01/1987,0
57826642,0.0,-2,0.0,-2,0.0,0,3365.95544,0,-62.996137,0,-126.260596,0,M,graduate school,married,22/01/1984,0
50239026,-209.4107264,-2,0.0,-2,0.0,-2,0.0,0,297.8080504,0,358.359472,-1,F,graduate school,single,26/01/1960,0
28655225,0.0,-2,0.0,-2,993.7767288,-2,-993.7767288,-2,1066.134336,-2,-63.562595,-2,M,university,single,06/01/1989,0
32583177,877.5335024,2,-11.1801,2,-56.6756536,2,22.211132,2,-43.7067376,2,-8.5266896,2,F,university,single,17/01/1994,0
53056588,364.4116328,0,-51.3986464,0,-52.024732,0,-30.409872,0,-104.3476,0,-40.099292,0,F,graduate school,single,28/01/1993,0
13626048,-38.8769344,-2,32.4073832,-2,-74.0271688,-2,45.3464856,-2,22.5390816,-2,-67.8855672,-2,M,graduate school,single,18/01/1981,0
40252653,1537.189216,0,-93.107873,0,-11.388795,0,6.618619,2,81.182433,0,-68.839602,0,F,graduate school,married,14/01/1976,0
27769027,604.4409264,2,16.0099032,2,-8.9738936,2,-9.1229616,2,-27.7564616,2,-30.7676352,2,F,high school,married,19/01/1977,1
12875719,-114.8419872,-1,17.590024,-1,2.98136,-1,-8.6757576,-1,105.391076,-1,-77.962564,-1,F,university,married,,1
31018082,4853.8925886,0,93.286755,0,143.999688,0,230.131178,0,223.542373,0,-126.827055,0,F,graduate school,single,22/01/1981,0
19220746,0.0,-1,19.7366032,-1,-0.1192544,-1,89.4408,0,-60.8793712,0,284.4813712,0,F,graduate school,single,30/01/1985,0
15925526,2791.924386,0,330.901146,0,-151.989733,0,213.197054,0,1862.217083,0,1239.798556,0,,high school,single,21/01/1988,0
33475811,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,high school,married,12/01/1955,1
27618341,2182.862351,0,-43.766365,0,2319.557708,0,-1243.22712,0,-28.084412,0,0.477018,0,M,graduate school,single,18/01/1990,0
17397587,725.8419056,0,2552.9683812,0,351.234022,0,164.809581,0,412.59041,0,2.027325,0,F,,married,27/01/1983,0
20867589,7707.1435492,0,3799.683698,0,731.62574,0,-8820.174679,-1,-4140.155005,-1,3426.029844,0,M,graduate school,single,13/01/1978,0
40971614,115.1103096,0,-14.0422056,0,-21.4061648,0,-10.5242008,2,20.2434344,0,-84.5811832,0,F,graduate school,single,04/01/1987,0
22523129,922.7905472,2,-72.7749976,2,22.956472,2,-60.6110488,2,21.7341144,3,22.1515048,1,F,university,married,23/01/1986,0
54689066,550.359056,0,-15.7415808,2,13.5353744,0,-41.142768,0,-23.6719984,0,-33.5403,0,M,graduate school,single,26/01/1978,0
36711466,0.0,-2,0.0,0,180.521348,0,8.1092992,0,-28.5018016,0,-20.2136208,2,M,high school,single,19/01/1991,1
29576586,1604.895902,0,7.781349,-1,-1728.1751374,-1,-17.0235656,-1,54.5290744,-1,-48.8644904,-1,F,university,single,10/01/1989,0
47718135,-9.4210976,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,25.043424,-1,F,graduate school,single,25/01/1990,0
46613574,-11.627304,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,F,university,single,03/01/1978,0
33998107,592.5453,0,-19.37884,0,-10.285692,-1,-634.433408,0,31.30428,0,450.5729368,0,M,graduate school,single,02/01/1986,0
59180653,5590.825154,0,997.235106,0,431.343165,0,786.482768,0,794.621881,0,127.155004,0,F,high school,single,08/01/1986,0
37803037,266.9211608,0,-6.0223472,0,-9.0633344,2,9.1527752,0,-69.2271792,0,-35.0011664,2,F,graduate school,single,31/01/1989,1
49911837,693.2854544,0,-17.9179736,0,601.2806852,0,484.471,0,179.507685,0,306.692503,0,F,university,married,12/01/1983,0
11016112,-37.2968136,-1,1429.8900696,-1,-1742.157716,-1,426.185412,-1,-704.793504,-1,56.5563992,-1,M,graduate school,single,04/01/1986,0
24908462,483.6064056,0,52.322868,0,-14.6384776,0,-13.565188,0,-38.8173072,0,-79.9600752,0,F,university,single,26/01/1989,0
24084249,5501.116031,0,53.932803,0,-110.668084,0,-70.509164,0,253.773364,0,6.618619,0,F,high school,single,25/01/1969,0
21520181,317.0974496,0,-23.0160992,0,-8.5863168,0,-98.5637616,0,-145.3114864,-1,-160.8741856,1,F,university,married,03/01/1982,0
32446791,382.3296064,0,11.9552536,0,-11.2993544,0,-20.2434344,0,-21.018588,0,104.8246176,0,F,graduate school,single,02/01/1993,0
45658438,519.7404888,0,-7.900604,0,11.3887952,0,-16.5167344,0,9.4807248,2,34.0471312,1,M,high school,single,09/01/1992,0
11565178,-24.8347288,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,M,university,married,07/01/1979,1
53440514,2070.614147,2,-49.93778,2,-30.171363,2,-27.756462,2,-47.37381,2,-37.982526,2,F,university,married,22/01/1975,1
34189949,771.6654088,0,21.1080288,0,-43.4384152,0,-13.2968656,2,80.6159744,0,-78.409768,0,F,university,single,26/01/1994,0
45600977,23.254608,2,-18.782568,2,4.47204,-1,-8.94408,-2,0.0,-2,0.0,1,F,graduate school,married,17/01/1965,1
43291745,512.0187664,3,16.8148704,2,-27.726648,2,-196.3821832,2,9.3018432,2,-35.5676248,3,F,high school,single,09/01/1994,1
40087116,4200.289036,0,199.303916,0,361.370646,0,258.334844,0,118.747568,0,335.134678,0,F,high school,married,,0
58539361,-15.801208,-2,-23.85088,-2,-2.98136,-2,0.0,-2,0.0,-2,10.732896,-2,F,graduate school,single,08/01/1987,0
50727173,597.3452896,0,-12.9987296,0,-11.4186088,0,-38.6682392,0,-39.6222744,2,19.8856712,1,F,high school,single,29/01/1987,0
11748085,4246.351048,0,-1396.230515,0,-77.247038,0,-1440.265202,0,-863.0142794,0,-264.2677504,0,F,high school,single,29/01/1978,0
53625506,14.012392,-1,-14.012392,-2,0.0,-2,0.0,-2,0.0,2,40.24836,2,M,university,married,19/01/1963,0
21731658,-210.18588,2,11.6869312,-1,-66.8420912,0,411.4873072,0,787.0492268,0,692.271792,0,M,graduate school,married,28/01/1976,0
37512530,0.0,-2,0.0,-1,11.8956264,-1,1.8186296,-1,0.0,-1,0.0,-1,F,graduate school,married,31/01/1985,0
10754692,0.0,-2,0.0,-2,0.0,-1,58.732792,-1,37.714204,0,45.5253672,0,F,university,married,27/01/1969,0
55814262,-435.576696,-1,1028.926963,-1,-608.555203,-1,-382.4488608,-1,-10.5540144,-1,-27.3688848,-1,F,university,married,11/01/1980,0
54033952,806.159744,0,894.676322,0,-918.079998,0,-26.1465272,0,-12.5515256,0,-30.6185672,0,M,graduate school,single,30/01/1988,0
14613344,47.3439968,-1,-25.9080184,0,21.4359784,-1,-31.2446528,-1,0.0,-1,0.0,-1,M,university,single,05/01/1987,0
24231505,53.66448,6,17.88816,7,0.0,7,0.0,7,0.0,2,0.0,2,F,university,single,03/01/1993,1
16345538,-68.6010936,-1,-226.8218688,0,9.2124024,-1,-40.24836,0,173.9325424,-1,-138.3947312,-1,F,graduate school,married,23/01/1981,0
31185253,-2929.7228452,-1,-910.4775304,-2,908.7483416,0,171.1896912,0,404.3320432,0,266.682652,0,M,university,married,20/01/1988,1
29200329,768.9821848,0,-32.3179424,0,-6.0223472,0,142.1810584,0,438.6773104,0,77.247038,0,M,university,single,06/01/1979,1
15831981,-917.51354,-1,40.9638864,-1,-4.1440904,-1,889.8465192,-1,-907.07878,-1,3684.454129,-1,M,university,single,02/01/1971,0
29636059,5457.200598,0,675.486736,0,255.502552,0,501.524379,0,-74.206051,0,-136.009643,0,F,university,married,12/01/1981,0
