,CUM_PAY_JUL,PAY_JUL,CUM_PAY_AUG,PAY_AUG,CUM_PAY_SEP,PAY_SEP,CUM_PAY_OCT,PAY_OCT,CUM_PAY_NOV,PAY_NOV,CUM_PAY_DEC,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
36870997,51.42846,-1,215.0454968,0,215.6715824,0,216.5659904,0,587.8645648,2,588.2521416,-1,F,graduate school,married,18/01/1983,0
15881377,305.1123824,0,809.9758848,0,1108.1118848,0,1406.2478848,0,1495.6886848,0,1644.7566848,-1,M,graduate school,married,19/01/1979,0
19995974,11.8061856,-1,23.6123712,-1,35.4185568,-1,129.6295328,-1,141.4357184,-1,153.241904,-1,F,university,single,30/01/1980,0
58283744,223.602,0,313.0428,0,402.4836,0,491.9244,0,581.3652,0,700.6196,0,F,graduate school,married,08/01/1980,0
10695198,30.0521088,0,59.8657088,0,89.7091224,0,132.074248,0,178.583464,0,243.9945024,0,F,university,married,10/01/1977,0
26995513,59.6272,2,655.8992,2,655.8992,0,775.1536,0,834.7808,0,894.408,0,F,university,single,27/01/1993,0
22614317,44.7204,2,74.534,2,152.04936,2,152.04936,2,241.49016,2,316.02416,2,F,university,married,17/01/1982,1
41648961,298.136,0,596.272,0,864.5944,0,1132.9168,0,1437.01552,0,1735.15152,0,F,university,married,02/01/1968,0
28209631,26.83224,0,45.316672,0,63.502968,0,87.353848,0,151.5127152,0,208.9038952,0,F,university,married,18/01/1962,0
43905041,232.3075712,-2,403.825212,-2,449.589088,-2,704.048164,-2,832.0677624,0,893.3943376,0,F,university,single,31/01/1993,0
22201602,149.068,0,163.9748,0,178.8816,0,193.7884,0,228.7001256,0,295.005572,0,M,graduate school,married,11/01/1981,1
50886977,119.2544,0,217.63928,0,316.02416,0,405.46496,0,524.71936,0,763.22816,0,M,university,married,16/01/1979,0
44288636,3220.107309,0,3280.0922722,0,3283.1928866,0,3313.125741,0,3352.3604386,0,3504.678121,0,F,university,single,23/01/1990,0
27998764,2246.186438,0,2271.527998,0,2294.9913012,-1,4705.5401152,-1,5108.709428,-1,5563.7245912,-1,F,graduate school,single,25/01/1975,0
19474494,201.689004,-1,309.465168,2,309.8527448,-1,766.0902656,-1,781.8318464,-1,1231.2420528,0,M,graduate school,married,03/01/1974,0
15988779,238.5088,0,477.0176,0,716.3313672,0,895.2129672,0,1074.0945672,0,1163.5353672,0,F,graduate school,married,09/01/1975,0
41229741,5.96272,-2,19.0210768,-2,297.8974912,0,313.7285128,0,343.5421128,0,374.607884,0,M,university,married,26/01/1971,0
44021492,0.0,-2,0.0,-2,0.0,0,39.5328336,0,69.3464336,0,117.6742792,0,F,university,single,24/01/1988,0
23105979,0.0,0,104.3476,0,152.04936,0,211.67656,2,211.67656,2,271.3335736,2,F,university,single,16/01/1991,1
16547551,89.4408,0,178.8816,0,268.3224,0,357.7632,0,447.204,0,536.6448,0,M,university,single,21/01/1970,0
48750842,89.4408,0,178.8816,0,268.3224,0,357.7632,0,432.2972,0,497.88712,0,M,graduate school,single,22/01/1988,0
40377899,29.8136,0,47.254556,0,77.068156,2,77.068156,2,93.3761952,0,275.1497144,0,M,university,single,29/01/1993,0
42645949,149.068,0,327.9496,0,506.8312,0,685.7128,0,882.48256,0,1079.25232,0,M,university,single,20/01/1980,0
13945277,29.8136,0,59.6272,0,89.4408,2,89.4408,0,178.8816,0,238.5088,0,F,graduate school,single,20/01/1993,0
59581623,11.627304,-1,27.726648,0,27.726648,0,27.726648,-1,75.9054256,-1,100.8295952,-1,M,university,single,14/01/1993,1
33950171,26.83224,2,26.83224,2,74.7725088,2,74.832136,2,113.589816,2,173.217016,2,F,university,married,28/01/1973,1
12650055,238.5088,0,417.3904,0,566.4584,2,566.4584,0,1162.7304,0,1431.0528,0,F,graduate school,married,15/01/1980,0
10202649,0.0,-1,1200.593672,0,1200.593672,0,1200.593672,-1,1745.0198216,2,1745.0198216,-1,M,graduate school,married,27/01/1969,0
36144975,0.0,-1,400.6649704,-2,400.6649704,-2,400.6649704,-2,400.6649704,-1,400.6649704,-1,M,graduate school,married,21/01/1979,1
40705869,139.5872752,0,288.6552752,0,422.8164752,0,631.5116752,0,830.9646592,0,976.2761456,0,F,university,married,28/01/1987,0
37972918,59.6272,0,119.2544,0,149.068,0,158.01208,0,217.63928,0,277.5348024,0,F,graduate school,single,13/01/1987,0
48111579,89.4408,0,208.6952,0,298.136,0,447.204,0,3146.139767,0,3235.580567,0,M,university,single,15/01/1986,0
19691302,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,graduate school,single,28/01/1986,0
24180296,30.0521088,0,68.720348,0,104.943872,0,140.1537336,0,193.0132464,0,253.9522448,0,F,university,single,24/01/1980,0
50103102,29.8136,0,59.6272,-1,754.880352,0,844.321152,0,922.6116656,0,982.507188,0,F,university,single,02/01/1992,1
37632453,59.6272,0,78.0520048,0,137.6792048,0,167.4928048,0,215.1945648,0,274.8217648,0,F,graduate school,single,09/01/1991,0
53978281,159.6220144,-2,159.6220144,-2,223.154796,-2,286.6875776,-2,350.2203592,-2,451.9145488,-2,F,university,married,10/01/1983,0
48837483,467.8946384,0,592.5751136,0,1065.8362,0,1163.3862992,0,1342.2678992,0,1537.6960472,0,F,university,single,12/01/1983,0
38114880,0.0,0,0.0,0,0.0,-1,6.70806,-1,25.7291368,-2,25.7291368,1,F,graduate school,married,02/01/1985,0
45660150,0.0,-1,153.8978032,-2,153.8978032,-1,153.8978032,-1,155.8356872,-1,155.8356872,-1,F,graduate school,single,17/01/1987,1
56569511,14.9068,-2,23.4334896,-2,35.3589296,-2,46.8669792,-2,50.832188,-2,54.6185152,-2,F,graduate school,single,13/01/1989,0
16738270,0.5366448,-1,291.7857032,0,292.5012296,-1,618.334064,-1,781.6827784,-1,947.3867672,-1,M,high school,married,10/01/1978,0
58338403,29.8136,0,55.9899408,0,85.8035408,0,107.1202648,0,175.6915448,0,265.1323448,0,M,university,single,17/01/1983,1
15265819,31.3340936,0,927.7396048,-1,989.3941296,0,989.3941296,0,1019.2077296,0,1081.6970352,0,M,university,single,21/01/1969,0
55469559,149.068,0,238.5088,0,298.136,0,327.9496,0,363.6066656,0,425.6487672,0,M,graduate school,single,08/01/1985,0
45204819,89.4408,0,184.84432,0,304.09872,0,448.843748,0,783.2628992,0,1066.4920992,0,M,graduate school,married,30/01/1968,0
47070789,25.6993232,-1,100.0544416,-1,156.8493496,-1,304.9633144,-1,348.7594928,0,441.98662,-1,F,university,single,10/01/1987,0
16000422,59.6272,0,119.2544,0,178.8816,0,238.5088,0,387.5768,0,536.6448,0,F,graduate school,single,29/01/1989,0
55591112,52.2036136,0,106.1066024,0,221.4554208,0,294.3198592,0,394.135792,0,531.278352,0,M,university,married,18/01/1966,0
59066948,53.66448,0,116.27304,0,172.91888,0,226.58336,0,289.19192,2,289.19192,1,M,university,married,11/01/1985,0
16748634,43.4086016,-1,107.32896,-1,280.7248576,-1,344.645216,-1,408.4761336,-1,1017.1207776,-1,F,graduate school,married,20/01/1983,0
46673671,14.9068,0,40.8744456,0,105.987348,0,140.6307512,0,183.4430808,0,272.8838808,0,M,university,married,01/01/1990,0
55913082,29.8136,0,41.73904,0,41.73904,0,113.29168,2,113.29168,2,166.95616,1,F,university,married,10/01/1977,0
58000247,0.0,-1,180.9983656,-1,180.9983656,-1,408.5357608,-1,408.5357608,-1,3389.8957608,1,M,graduate school,single,12/01/1987,0
30485033,120.0891808,0,255.5621792,0,477.6734992,0,740.0629928,0,1189.9204032,0,1508.3594648,0,M,graduate school,single,07/01/1983,0
59154988,59.6272,0,119.2544,0,178.8816,0,238.5088,0,298.136,0,357.7632,0,F,university,married,03/01/1987,0
47978382,0.0,-2,0.0,0,0.0,0,29.8136,-1,442.8214008,-1,442.8214008,-1,F,university,married,18/01/1983,0
22023955,29.8136,0,59.6272,0,134.1612,0,178.8816,0,217.63928,0,277.26648,0,F,graduate school,single,27/01/1992,0
37461330,15.65214,0,36.1042696,0,56.8247216,0,104.049464,0,179.2989904,0,221.664116,0,M,high school,single,01/01/1969,0
35902487,492.4610448,-1,944.047644,-1,1639.0622872,0,1639.2709824,-1,1813.3227792,-1,1980.8453976,-1,,university,married,15/01/1986,0
40577580,394.881132,0,523.97402,0,646.8954928,0,813.91128,0,940.0824352,0,1104.6833208,0,F,university,married,24/01/1981,0
44030038,17.88816,0,44.7204,0,71.55264,0,119.2544,0,163.9748,0,253.4156,0,M,university,single,16/01/1959,0
55033577,238.5088,0,477.0176,0,715.5264,0,924.2216,0,1133.1851224,0,1401.5075224,0,F,university,single,11/01/1971,0
24517155,19.9452984,0,81.3016872,2,81.5103824,3,81.5998232,0,171.0406232,0,268.7099768,0,M,graduate school,single,12/01/1984,0
13102998,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,graduate school,single,15/01/1976,0
12821926,0.0,0,50.68312,0,2435.77112,0,2548.913732,0,2593.634132,0,2629.410452,0,F,high school,married,03/01/1963,0
57946470,41.1129544,0,92.7799232,0,151.2145792,0,228.4019896,0,334.1210152,0,444.818912,0,F,university,married,22/01/1987,0
28340205,59.6272,0,119.2544,0,208.6952,-1,306.036604,-1,312.1782056,-1,3525.1004366,-1,F,high school,single,22/01/1966,0
41838523,0.0,-1,0.0,-1,447.204,-1,447.204,-1,894.408,0,924.2216,-1,M,high school,married,21/01/1971,0
53169237,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,single,30/01/1989,1
27590288,0.0,-1,83.2097576,-1,83.2097576,-1,95.8805376,-1,122.6531504,-1,236.8988656,-1,F,university,married,04/01/1979,0
47987051,83.47808,0,162.48412,0,242.0566184,0,316.6502456,0,1807.3302456,0,1849.0692856,0,F,university,single,16/01/1990,0
41842080,0.0,0,0.0,0,0.0,0,0.0,0,41.73904,0,85.9227952,0,F,university,single,04/01/1989,0
41344438,149.068,0,208.6952,0,224.4367808,0,237.01812,0,273.8975432,0,343.9893168,0,F,university,single,04/01/1993,1
34857316,0.0,2,1490.68,2,1490.68,2,1557.7606,2,1699.971472,2,1699.971472,2,M,graduate school,single,23/01/1985,1
33544185,119.2544,0,238.5088,0,353.3806008,0,511.3926808,0,675.3674808,0,839.3422808,2,F,high school,single,26/01/1988,0
44846681,59.6272,0,119.2544,0,208.6952,0,298.136,0,387.5768,0,447.204,0,F,university,married,06/01/1972,0
29461809,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,university,married,18/01/1969,0
47084111,98.38488,0,143.10528,0,187.82568,2,187.82568,0,295.15464,0,348.81912,0,F,graduate school,single,,0
50908211,19.0210768,0,38.6980528,2,38.6980528,0,103.005988,0,170.980996,0,245.514996,0,M,graduate school,single,16/01/1993,0
42621356,0.0,-1,0.0,-1,910.06014,-1,910.06014,-1,933.314748,0,963.128348,0,M,graduate school,single,27/01/1990,0
56520431,29.7539728,0,59.6570136,0,83.3588256,0,107.0606376,0,136.9338648,0,153.2120904,2,M,graduate school,married,02/01/1980,0
48037725,4419.12086,0,6983.09046,0,8303.41555,-1,9710.20008,-1,10672.284952,-1,11626.46922,-1,F,graduate school,married,09/01/1981,0
53851650,95.999792,-1,207.94986,-1,451.974176,-1,645.6731352,-1,700.1127688,-1,746.3238488,-1,F,high school,single,17/01/1985,0
18482009,89.4408,0,184.84432,0,277.26648,2,277.6242432,2,456.5058432,0,575.7602432,0,F,high school,single,03/01/1988,0
39842102,5474.432859,0,5884.966131,0,5912.3648294,0,5953.239275,-1,8301.716174,-1,9287.7711804,-1,M,graduate school,single,10/01/1981,0
25024789,0.0,0,0.0,0,0.0,0,89.4408,0,208.6952,0,327.9496,0,M,high school,married,29/01/1981,0
14601152,1440.772034,0,3214.412912,0,4712.933889,-1,9229.962611,0,9468.7993606,0,10662.9532946,-1,F,graduate school,single,05/01/1988,0
32031323,18.8720088,0,108.3128088,0,138.1264088,0,204.4318552,0,266.9509744,0,326.5781744,0,F,university,single,04/01/1992,0
22583633,20.9589608,0,43.3489744,0,65.4706656,0,87.502916,0,123.9947624,0,164.3325632,0,M,university,single,24/01/1986,0
30640410,149.068,0,417.3904,0,640.9924,0,879.5012,0,1118.01,0,1326.7052,0,M,university,single,24/01/1985,0
20846929,0.0,-1,0.0,-1,74.534,0,74.534,-1,108.4618768,0,108.4618768,0,M,university,married,15/01/1977,0
34963754,178.8816,0,357.7632,-1,536.6448,-1,542.60752,-1,616.1576712,2,616.1576712,-1,M,university,single,01/01/1987,0
49573107,163.9748,0,313.0428,0,477.0176,0,632.04832,0,811.078988,0,1049.587788,0,F,university,single,26/01/1990,0
36204074,0.0,0,223.602,0,670.806,0,1079.25232,0,1292.2108648,0,1538.0239968,0,F,university,married,12/01/1980,0
16926000,50.6234928,0,171.0704368,0,268.4416544,0,566.756536,0,686.9351576,0,804.8777592,0,M,graduate school,single,16/01/1989,0
14390239,32.79496,0,62.6980008,0,92.5116008,0,137.2320008,0,180.7300432,0,223.7212544,0,F,university,married,08/01/1971,0
36026758,14.9068,0,44.7204,0,59.6272,0,74.534,0,108.1637408,0,146.9214208,0,M,university,other,29/01/1988,1
22474038,29.8434136,-1,669.2855064,-1,680.9128104,0,711.6804456,-1,975.9183824,-1,1077.612572,-1,M,university,married,11/01/1978,0
53557415,44.7204,3,44.7204,3,44.7204,3,44.7204,2,44.7204,2,44.7204,3,F,university,married,25/01/1978,0
28238787,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,0.0,0,M,,single,07/01/1979,0
36448064,0.0,0,0.0,0,5.96272,0,14.2210872,0,89.888004,0,157.415808,0,F,graduate school,single,27/01/1991,0
58652764,143.6121112,-1,253.9820584,-2,253.9820584,-2,253.9820584,-2,253.9820584,-1,253.9820584,-1,,graduate school,single,07/01/1974,0
55710926,33.8086224,0,65.58992,0,96.745132,2,96.745132,2,201.4206816,2,201.4206816,3,F,high school,married,15/01/1981,0
24768448,149.068,0,447.204,0,746.0257128,2,746.1151536,0,1461.6415536,0,1820.0606528,0,M,university,married,13/01/1976,0
15005909,71.55264,-1,71.55264,-1,83.47808,-2,83.47808,-2,83.47808,0,240.74482,0,M,high school,single,08/01/1975,0
58093163,149.068,0,804.9672,0,1550.3072,0,1699.3752,0,1848.4432,0,1908.0704,0,M,university,single,15/01/1984,0
53592967,182.0418416,0,194.5933672,-1,493.5045208,2,510.0212552,2,620.3613888,2,620.3613888,2,M,university,single,27/01/1974,0
48315796,0.0,0,59.6272,0,98.38488,0,158.01208,0,223.602,0,283.2292,0,F,university,married,05/01/1981,0
16272266,89.4408,0,208.6952,2,208.6952,0,298.136,0,387.5768,0,477.0176,-1,F,high school,single,28/01/1967,0
19522394,0.0,-1,0.0,-1,20.86952,-2,20.86952,2,20.86952,2,20.9291472,-1,F,graduate school,single,15/01/1976,0
41641252,29.8136,0,59.6272,0,89.4408,0,119.2544,0,169.93752,0,229.56472,2,M,university,single,11/01/1990,1
38781334,0.0,-1,137.9177136,-1,179.5971264,-1,179.5971264,-1,191.5225664,-1,251.1497664,-1,F,graduate school,single,28/01/1989,0
54921292,14.2509008,0,22.0024368,0,33.5701136,2,33.5701136,2,105.09294,2,105.09294,-1,F,graduate school,single,15/01/1990,0
57821411,15.3838176,0,30.2309904,-1,445.3853704,-1,445.3853704,-1,486.5877656,-1,546.2149656,0,F,high school,single,22/01/1968,0
21787087,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,graduate school,single,26/01/1965,0
14151622,149.9325944,0,322.1955752,0,479.3430608,0,636.6396144,0,825.7174656,0,1047.351768,0,M,graduate school,single,25/01/1989,0
52240870,10.3155056,-1,527.0746344,-1,610.5527144,-1,622.5974088,2,622.5974088,2,622.5974088,-1,F,university,single,28/01/1994,0
40440341,223.8703224,0,440.7046352,0,664.4557032,0,878.3980968,0,1109.81126,0,1363.0479784,0,M,graduate school,married,27/01/1979,0
16644037,31.006144,-2,31.006144,-2,31.006144,-2,31.006144,0,31.006144,0,60.819744,-1,F,university,married,26/01/1977,0
38570109,36.3427784,-2,36.3427784,-2,930.7507784,-2,930.7507784,-2,1019.8338152,-2,1059.4859032,-2,F,university,single,10/01/1972,0
56169420,59.6272,0,89.4408,0,119.2544,0,163.9748,0,232.247944,0,300.1335112,0,F,high school,married,27/01/1963,1
15168118,95.5824016,0,199.9300016,0,300.1335112,0,398.5183912,0,526.7168712,0,671.0445088,0,M,university,single,15/01/1980,1
31554340,145.5201816,-1,454.4785184,0,455.2238584,-1,1062.4672632,-1,3020.5052572,-2,3689.8802044,-2,F,,single,01/01/1989,0
29502230,2.98136,0,9.9279288,0,70.1215872,0,85.117828,0,129.2717696,2,168.0294496,1,M,high school,married,17/01/1981,0
31215872,126.3500368,-1,144.2381968,-1,166.4791424,-1,489.0324808,-1,514.3740408,-1,523.3479344,-1,F,graduate school,single,15/01/1983,0
32221163,107.32896,0,211.67656,0,211.67656,0,423.35312,0,531.6361152,0,588.4310232,0,F,graduate school,single,14/01/1986,0
21251150,0.0,0,0.0,0,28.471988,0,53.8433616,0,90.93148,0,240.1783616,0,M,university,single,20/01/1988,0
55035281,0.0,-2,0.0,-2,24.2682704,-2,47.4930648,-2,59.0607416,-2,575.6708024,-2,M,graduate school,single,07/01/1986,0
32358682,241.341092,-1,412.8587328,0,501.2560568,0,1262.3376376,-1,1975.3596952,-2,2101.2029008,-2,F,graduate school,married,21/01/1985,0
26593044,29.8136,0,51.5179008,0,75.3687808,0,105.1823808,0,149.9027808,0,209.5299808,2,F,university,married,22/01/1994,1
15319050,89.4408,0,134.1612,0,178.8816,0,196.918828,0,241.639228,0,286.6279504,0,M,university,single,06/01/1992,0
27815015,0.0,-1,11.627304,-1,47.2843696,-1,115.7960224,-1,178.7027184,-1,196.9486416,-1,F,high school,single,16/01/1988,0
29217209,38.608612,-2,38.608612,-2,38.608612,-1,38.608612,-1,60.8793712,-1,136.993492,-1,F,university,married,13/01/1988,0
35181310,11.92544,0,23.85088,0,34.28564,0,49.19244,0,87.7712384,0,126.5289184,0,F,university,single,24/01/1976,0
28723906,333.316048,0,661.265648,0,989.215248,0,1361.885248,-1,12933.318558,-1,14227.765443,0,M,university,married,07/01/1967,0
57325938,0.0,0,0.0,0,23.85088,-1,70.9861816,-2,121.341352,-2,126.5289184,-2,F,university,single,29/01/1984,0
35317991,9.7192336,0,9.7192336,-1,29.1577008,-1,38.8769344,-1,48.596168,-1,58.3154016,-1,F,university,married,25/01/1982,0
45219089,35.77632,0,113.29168,0,148.024524,0,201.689004,0,253.862804,0,307.527284,0,F,high school,married,06/01/1978,0
59315011,208.6952,0,417.3904,0,506.8312,0,596.272,0,685.7128,0,834.7808,0,M,graduate school,single,01/01/1980,0
53955832,0.0,0,0.0,-1,23.254608,-1,34.881912,-1,46.509216,-1,58.13652,-1,F,university,married,22/01/1985,0
48210845,208.6952,0,402.4836,0,611.2384272,0,1007.8189344,0,1365.5821344,0,1676.6274232,0,M,university,married,02/01/1978,0
44981053,201.390868,0,410.9208488,0,560.2571712,0,649.9066664,0,859.078884,0,1224.59362,0,F,university,single,31/01/1977,0
47602571,0.0,-1,34.2260128,-1,49.1029992,-1,63.9799856,-1,78.856972,-1,93.7339584,-1,F,university,married,30/01/1974,0
34306778,119.2544,0,235.52744,0,353.3507872,0,469.5940136,0,668.0631488,0,877.0564848,0,F,university,married,01/01/1983,0
48365452,23.999948,-2,23.999948,-2,35.627252,-2,57.9576384,-2,69.5849424,-2,69.5849424,-2,M,high school,single,01/01/1991,1
46208761,8.5863168,-1,32.04962,-1,111.0258464,-1,140.8096328,-1,275.179528,-1,334.806728,-1,F,graduate school,married,13/01/1980,0
49538388,35.77632,0,71.55264,0,108.521504,2,108.521504,2,251.626784,2,597.464544,2,F,university,married,15/01/1979,0
40704064,0.0,0,50.9514424,0,80.7650424,2,80.7650424,2,128.5264296,0,224.5560352,0,F,university,single,16/01/1977,0
38867582,188.5113928,-2,262.7174432,-2,388.5010216,-2,460.2325432,-2,525.166564,-2,582.5875576,-2,F,graduate school,single,31/01/1985,0
25405298,11.031032,-2,43.0508384,-2,66.037124,-2,207.2641472,-2,275.5074776,-2,365.067532,-2,F,graduate school,married,15/01/1983,0
31453193,0.0,3,0.0,3,0.0,3,0.0,2,0.0,2,0.0,3,M,high school,married,29/01/1980,1
46364797,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,other,07/01/1987,0
21395262,0.149068,2,112.1885768,2,112.1885768,2,216.5361768,2,216.5361768,2,279.1447368,2,M,high school,married,21/01/1963,1
13101986,596.272,0,1192.544,0,1790.0681712,0,3280.8972392,2,3280.8972392,0,4176.1102064,0,M,graduate school,married,10/01/1976,0
36995269,0.0,0,0.0,0,0.0,0,0.0,2,0.0,2,110.31032,2,F,high school,single,29/01/1995,0
13952635,45.46574,-1,73.6694056,-1,146.83198,-1,193.0132464,-1,235.0206088,-1,279.9795176,-1,F,university,married,06/01/1981,0
37881179,11.329168,-1,46.2707072,-1,69.4060608,-1,80.7352288,-1,115.676768,-1,138.8121216,2,F,university,married,25/01/1981,0
49401339,149.068,0,387.5768,0,506.8312,0,655.8992,0,834.7808,0,983.8488,2,F,graduate school,single,25/01/1986,1
42416610,59.6272,0,119.2544,0,119.2544,0,178.8816,0,238.5088,0,298.136,0,F,high school,single,20/01/1970,0
15063790,89.4408,-1,156.4617728,-1,243.875248,-1,400.5159024,-1,430.7170792,-1,638.3389896,-1,F,university,married,14/01/1980,0
17246062,132.0444344,-2,571.0198808,-2,710.30902,-2,884.5396984,-2,1243.5550696,-2,1435.52484,-2,F,university,married,21/01/1982,0
34641368,1113.388892,-1,5997.959675,-1,7578.080475,-1,11602.916475,-1,12385.374407,-1,12974.2824478,-1,F,university,married,28/01/1970,0
31681001,0.0,-1,22.0024368,-1,42.7228888,-1,121.4307928,0,121.4307928,0,151.2443928,0,M,,single,21/01/1969,0
45851102,299.030408,0,2386.012222,0,2690.1705692,0,2988.8730276,0,3287.2475364,0,3586.7251484,0,M,university,married,25/01/1978,0
23973376,158.906488,-1,204.4318552,-2,260.869,-2,454.8362816,-2,541.8323664,-2,746.681612,-2,M,university,married,,0
31793972,220.322504,-1,343.1247224,0,343.1247224,-1,1272.9512792,-1,1415.3112192,-1,1599.7679624,-1,F,graduate school,single,,0
31798441,36.9986776,-1,1804.1401906,-1,2195.2946226,-1,3060.8728714,-1,3957.7852138,-1,5226.4135208,-1,F,graduate school,single,22/01/1982,0
35255481,0.0,-2,45.6744352,-2,45.6744352,-2,45.6744352,-2,940.0824352,-2,1498.1632136,-2,F,graduate school,single,28/01/1989,1
13413405,0.0,0,298.136,0,477.0176,0,626.0856,0,715.5264,0,819.874,0,F,graduate school,single,07/01/1987,0
27216087,0.0,-1,208.6057592,-1,451.3480904,-1,451.3480904,-1,742.1499448,-1,876.1322632,-1,F,graduate school,married,23/01/1966,0
51438733,140.12392,0,229.56472,0,319.00552,0,408.44632,0,488.94304,0,578.38384,0,F,university,single,02/01/1993,0
24271557,29.8136,0,64.09924,0,77.0979696,0,94.0917216,0,131.6568576,0,168.894044,0,M,graduate school,married,11/01/1963,0
51251545,188.0940024,-1,385.5196616,-1,1722.4509266,-1,2162.4102218,-1,2621.0626442,-1,2998.443193,-1,F,university,married,27/01/1971,0
13542821,95.40352,0,244.47152,2,244.47152,2,333.91232,2,429.31584,2,548.57024,2,M,graduate school,married,23/01/1978,1
53883307,23.552744,-1,28.024784,-2,28.024784,-2,28.024784,-1,28.024784,-1,449.0226296,1,F,high school,married,25/01/1972,0
21001785,29.8136,-1,154.2257528,-1,266.8019064,-1,379.37806,0,409.19166,0,442.5530784,0,F,university,single,05/01/1990,0
44657459,74.534,2,173.1573888,2,173.1573888,2,226.8218688,2,334.1508288,0,459.3679488,0,F,university,single,22/01/1992,0
41072638,59.6272,0,149.068,0,298.136,0,447.204,0,536.6448,0,685.7128,0,M,graduate school,single,09/01/1985,0
18615275,149.068,0,387.5768,0,536.6448,0,745.34,2,745.34,2,998.7556,1,M,university,single,09/01/1984,1
28836041,41.3216496,-1,176.7648344,-1,176.7648344,-1,188.3026976,-1,211.5573056,-1,211.5573056,-1,F,university,married,16/01/1955,0
29889744,39.9800376,0,144.3276376,0,195.0107576,0,239.7311576,0,302.3397176,2,302.3397176,3,M,university,single,07/01/1990,1
20555267,31.30428,0,165.46548,0,234.03676,0,266.533584,0,326.160784,0,385.787984,0,F,high school,married,29/01/1976,0
34227120,0.0,0,0.0,0,11.92544,0,41.73904,0,93.1675,0,151.0655112,0,M,university,single,22/01/1975,0
49255078,804.9672,-2,904.395556,-2,904.395556,-2,1053.463556,-2,1201.9949112,-1,1206.9737824,-1,M,university,single,06/01/1988,0
43326435,254.7870256,0,502.2399056,0,764.6890264,0,1070.7256304,0,1374.8243504,0,1762.4011504,2,M,graduate school,married,13/01/1963,1
18682699,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,0.0,0,F,graduate school,single,30/01/1990,0
41369507,74.534,0,163.9748,0,223.602,0,277.26648,0,336.89368,0,426.33448,0,F,graduate school,single,20/01/1992,0
41287718,18.2459232,0,38.6682392,0,336.8042392,0,634.9402392,-1,711.7400728,-1,769.8765928,1,F,graduate school,single,31/01/1990,0
17298287,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,44.4818912,-2,F,high school,single,14/01/1981,0
39110338,59.6272,0,119.2544,-1,1583.281042,0,1881.417042,0,2160.2636428,0,2339.1452428,0,M,university,married,13/01/1981,0
42493547,1281.9848,-1,2567.606859,0,2958.5227822,0,3441.4136614,0,3890.8238678,0,4010.0782678,0,F,university,married,13/01/1985,0
22572616,0.0,-2,0.0,0,0.0,0,29.8136,0,104.3476,0,313.0428,0,M,graduate school,single,03/01/1983,0
41557955,149.068,0,174.9760184,0,204.7896184,0,294.2304184,0,336.2079672,-1,1274.829536,0,M,university,single,27/01/1970,0
56261914,62.8768824,-1,95.8805376,-1,232.397012,-1,271.2441328,-1,446.1008968,-1,555.5168088,-1,F,university,married,24/01/1989,0
11752245,101.36624,0,244.47152,0,313.0428,0,393.092316,0,455.700876,0,518.309436,0,F,graduate school,single,19/01/1991,0
48191961,134.1612,0,253.4156,0,396.52088,0,566.4584,0,754.9697928,0,1044.1617128,0,F,graduate school,married,07/01/1962,0
12382958,231.6218584,-1,340.1135488,-1,2948.0880228,-1,3035.948702,-1,3264.8277092,-1,3403.2820676,-1,F,university,married,14/01/1983,0
39859423,595.1987104,-1,611.775072,-1,656.942676,0,656.942676,0,686.756276,-1,1459.0179568,-1,F,graduate school,married,04/01/1980,0
59278955,0.0,-2,0.0,-1,0.0,-1,18.5142456,2,18.5142456,-1,56.4073312,-1,M,graduate school,single,12/01/1982,1
57257236,125.21712,0,280.9037392,0,302.5782264,0,737.6480912,0,891.8440304,-1,1221.4035648,-1,F,university,married,16/01/1985,0
46605835,134.5189632,-2,314.3247848,-2,364.5010736,-2,483.7554736,-2,529.3702816,-2,839.4913488,-2,F,graduate school,single,30/01/1981,0
30906701,44.7204,0,89.4408,0,125.21712,0,169.93752,2,174.2903056,0,338.2651056,0,F,graduate school,single,10/01/1993,0
50349174,149.068,-1,149.068,-1,178.8816,-2,178.8816,-2,178.8816,0,178.8816,0,M,university,single,,0
10375149,0.0,-1,0.0,-1,83.627148,-2,83.627148,-2,83.627148,-2,83.627148,1,M,university,single,26/01/1988,0
10636145,0.0,-2,16.39748,-2,16.39748,-2,16.39748,-2,110.8469648,-2,110.8469648,-2,F,university,married,03/01/1974,0
13413751,238.5088,0,357.7632,0,506.8312,0,685.7128,0,834.7808,2,834.7808,1,F,graduate school,single,14/01/1986,0
