,SHOP_JUL,PAY_JUL,SHOP_AUG,PAY_AUG,SHOP_SEP,PAY_SEP,SHOP_OCT,PAY_OCT,SHOP_NOV,PAY_NOV,SHOP_DEC,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
15055246,4547.051018,0,135.830761,0,74.235864,0,813.821839,0,259.37832,0,297.420474,0,M,university,married,25/01/1978,1
30308033,580.470792,3,17.9776008,4,18.2757368,3,18.2757368,4,17.9776008,4,18.2757368,-1,F,university,married,03/01/1992,1
37685614,1973.869015,0,1431.857767,0,696.5947638,0,1377.060371,-1,18.2459232,-1,23.1651672,-1,F,graduate school,single,01/01/1986,0
24586619,577.3701776,0,16.2782256,0,18.186296,0,953.3494872,0,44.362637,0,77.2768508,0,M,university,single,30/01/1969,0
20761894,2.9217328,-1,18.1564824,-1,35.3887432,-1,11.6869312,-1,11.627304,-1,54.0222432,-1,F,university,single,08/01/1994,0
37683005,1694.57521,2,30.618568,2,25.9378316,2,43.796178,2,42.7527028,2,43.348974,1,F,graduate school,single,07/01/1990,1
27377607,1605.611428,0,32.735333,2,46.509216,2,46.449589,2,45.227231,2,27.57758,2,F,graduate school,single,27/01/1987,0
20229826,3864.6475268,0,163.0207654,0,184.6356244,0,279.6813814,0,267.249111,0,191.9697706,0,M,graduate school,married,27/01/1973,0
53660325,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,university,married,19/01/1973,1
52924092,764.6890264,0,13.2372384,2,22.4496408,2,22.4496408,2,21.0782152,2,21.4359784,1,F,university,married,11/01/1958,1
26786196,0.0,-2,0.0,-2,22.8968448,-2,46.1514528,-2,46.5688432,-2,7.3639592,-2,F,high school,married,26/01/1985,0
27112018,-23.9105072,-1,19.8558576,-1,19.8558576,-1,19.8558576,-1,19.8558576,-1,19.8558576,-1,M,graduate school,married,27/01/1977,0
52048457,301.9521408,0,5.21738,0,4.6509216,0,4.173904,2,8.1092992,2,26.83224,2,F,university,single,17/01/1993,0
38269354,1563.633879,2,142.4195676,2,43.7663646,2,30.797449,2,44.034687,2,44.929095,2,F,university,single,18/01/1990,0
16309643,388.9780392,-2,206.9958248,-2,336.9831208,-2,541.9814344,-2,156.2828912,-2,87.5625432,-2,F,graduate school,single,02/01/1978,0
23380599,0.0,0,93.91284,0,156.5214,2,130.3450592,3,16.546548,4,15.1453088,2,F,university,married,22/01/1985,1
46801033,4088.488036,0,4387.727139,0,11325.858691,0,934.59673,0,4624.417309,0,1016.4946968,0,F,university,married,01/01/1984,1
24100631,39.055816,-1,204.7598048,0,47.0160472,0,131.2692808,0,144.0593152,-1,100.3525776,-1,F,graduate school,single,06/01/1991,0
55871640,2045.63035,0,74.86195,0,112.1587632,0,843.993202,0,829.861556,0,780.1324718,0,F,university,single,15/01/1987,0
33546433,221.6044888,-1,466.8511624,0,6546.8876782,-1,2571.393186,-1,1025.885977,-1,329.0228898,-1,M,graduate school,married,14/01/1976,0
38507517,676.5898384,0,21.5850464,0,17.6198376,0,149.1574408,0,56.6756536,-1,113.1724256,-1,F,university,single,29/01/1993,0
19042241,10255.4908248,0,657.0022992,0,705.9860488,0,865.7571312,0,561.4198976,0,2146.996598,0,F,university,married,03/01/1962,0
33696605,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,single,26/01/1989,1
18369522,2100.6066288,2,28.561429,-1,22.062064,2,0.0,-1,82.7029264,-2,2708.4761194,-2,F,university,single,03/01/1990,0
53046497,323.775696,0,175.7213584,0,109.0283352,2,99.3985424,2,105.2718216,2,95.1351976,1,F,university,married,09/01/1975,1
27056773,2664.1731094,0,42.9017702,0,137.410883,0,83.9849106,0,913.339636,-1,2942.453253,0,M,high school,married,28/01/1970,0
29429562,-23.1651672,-2,67.4383632,-1,25.1328648,-1,12.8794752,-1,12.6111528,-1,372.0439144,-1,F,university,married,25/01/1970,0
44533934,-173.515152,-2,0.0,-2,35.77632,-2,0.0,-2,9.540352,-2,0.0,1,M,high school,married,07/01/1964,0
30636975,1269.612156,0,135.65188,0,388.8587852,0,60.611048,0,39.2943248,0,319.3036562,0,F,university,single,14/01/1994,0
23000353,-486.7368336,-2,0.0,-2,72.4172344,-2,0.0,-2,0.0,-2,0.0,-2,F,graduate school,single,16/01/1981,0
47594716,2664.501059,0,45.018536,0,83.030876,0,43.2297198,0,417.002824,0,175.393408,0,F,high school,single,27/01/1963,0
45567042,551.3727184,0,13.565188,0,18.1266688,0,17.8285328,0,16.9043112,0,16.546548,0,M,graduate school,single,14/01/1992,0
36223052,517.0274512,2,12.968916,0,8.4372488,0,17.1726336,0,16.3676664,0,16.1589712,0,F,graduate school,single,03/01/1987,1
45945224,0.0,0,217.043008,0,-3.28626015289e-14,0,72.3277936,0,73.04332,0,56.5862128,0,,high school,single,20/01/1970,1
10758528,25.2819328,-2,19.1105176,-2,3.5527136788e-15,-2,20.86952,-2,1891.3151568,-2,-1.99999931283e-07,-2,M,graduate school,single,18/01/1975,0
33673206,414.5879216,0,18.7229408,0,17.7689056,0,17.6198376,0,17.9477872,0,136.8742376,0,F,university,single,04/01/1994,0
45718659,22.807404,-1,0.0,-1,98.533948,-1,63.652036,2,6.4993648,-1,2.0273248,-2,F,university,married,08/01/1967,0
21894299,14256.86352,0,0.0,0,17.88816,0,431.61149,0,224.58585,0,226.0169,0,M,graduate school,married,27/01/1982,0
13010117,87.5625432,-2,362.4439352,-2,118.0022288,-2,83.5973344,-2,269.8428936,-2,99.0109656,-2,,graduate school,single,16/01/1989,0
31427366,2228.775295,2,56.019755,2,34.464521,2,57.182485,2,53.4557844,0,35.5974392,0,F,university,single,07/01/1992,0
18497780,526.0907856,5,26.2061544,3,17.4111424,2,16.5167344,2,15.6819536,2,15.1751224,3,F,university,married,04/01/1970,1
24714304,-5.3068208,-2,0.0,-2,0.0,-2,0.0,-1,279.1447368,-1,235.1994904,0,F,university,single,23/01/1986,0
36556353,817.190776,0,49.6992712,0,13.5950016,0,33.5104864,-1,23.254608,-1,115.080496,0,F,high school,married,10/01/1979,0
29117050,-11.627304,-1,37.5949496,-1,37.5949496,-1,650.4731248,0,58.3154016,2,57.540248,1,M,high school,single,22/01/1981,1
37833621,-69.4955016,-1,63.652036,-1,186.9610856,-1,97.5202856,-1,108.1935544,-1,308.57076,-1,M,graduate school,single,28/01/1985,1
21423010,-41.6794128,-1,41.142768,-1,77.9923776,-1,0.0,-1,38.2508488,-1,35.0011664,-1,F,graduate school,single,07/01/1993,1
52745447,-9.4807248,0,15.3838176,-1,15.3838176,2,15.3838176,-1,20.2136208,-1,15.3838176,-1,M,graduate school,single,05/01/1989,1
33280278,516.222484,0,13.5055608,0,18.037228,2,40.7551912,0,42.037176,0,60.4023536,0,M,university,single,27/01/1982,0
42439637,-9.838488,-1,163.0207648,-1,0.0,0,526.0311584,0,1189.7713348,0,470.697117,0,F,university,single,13/01/1986,0
15798483,1664.7317964,0,2286.6434936,0,1077.791453,0,709.7723756,0,243.1000942,0,230.4293144,0,F,university,single,14/01/1990,0
41134105,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,74.534,-1,F,graduate school,married,04/01/1984,0
11310397,520.6348968,2,7.3341456,2,15.1751224,0,14.8173592,0,13.7738832,0,8.9142664,0,F,university,single,,0
56336907,2939.3824508,0,25.1328654,0,23.5527434,0,50.832188,0,22.807404,0,17.083193,0,M,graduate school,single,11/01/1982,0
12432643,4228.64177,0,161.41083,0,457.63876,0,1267.048186,0,224.2280858,0,236.123712,0,F,graduate school,married,08/01/1976,0
26098592,197.0380824,-2,63.3240864,-2,56.4073312,-2,32.496824,-2,0.0,-2,101.36624,-2,M,graduate school,single,02/01/1978,1
24297744,-132.6108928,-1,20.720452,-1,71.3439448,-1,365.8426856,2,19.7067896,-1,30.6185672,-1,F,graduate school,single,22/01/1989,1
13205222,139.3189528,-1,66.782464,0,507.8448624,0,324.1930864,0,44.869468,2,34.3750808,1,F,graduate school,single,12/01/1990,1
18557949,0.0,-2,0.0,-2,0.0,-2,0.0,2,19.527908,2,0.0,-1,F,university,single,10/01/1977,0
12480237,1065.120674,0,73.609778,0,72.983693,0,77.51536,0,60.760117,0,40.516682,0,,university,married,28/01/1986,0
56869204,-17.88816,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,university,single,23/01/1970,0
36130688,546.8410512,0,8.94408,0,599.3726148,0,21.1974692,0,46.2408936,0,8.7055712,0,M,university,single,09/01/1988,0
17968359,318.2303664,0,211.8852552,0,29.217328,0,21.9726232,0,40.1887328,0,20.12418,0,F,graduate school,single,11/01/1962,0
48200377,869.6925256,0,91.1699888,0,101.3960536,2,134.310268,2,424.963054,2,35.269489,1,F,university,married,31/01/1978,0
15283362,0.0,-2,0.0,-2,0.0,0,113.29168,0,3.0111736,2,5.8732792,1,F,university,married,12/01/1970,1
19982172,167.6418728,-2,77.962564,-2,101.217172,-2,140.720192,-2,86.45944,-2,117.167448,-2,F,graduate school,single,,0
11999559,-112.8742896,2,189.0778512,-1,-3.5527136788e-14,-1,479.1939928,-1,298.136,2,13.9527648,1,F,university,married,07/01/1967,0
15283807,12.4620848,-1,450.8114456,-1,185.5002192,-1,148.6804232,-1,346.7917952,-1,1633.725653,-1,F,high school,married,27/01/1972,0
20566353,1402.103794,2,29.485651,2,28.7403106,2,33.570113,2,33.361419,2,32.04962,2,F,high school,married,01/01/1977,0
37418724,-2.5639696,-2,289.042852,-2,623.5812576,-2,140.12392,-2,101.8730712,-2,954.2140816,-2,M,graduate school,married,,0
29169668,233.6789968,0,241.788296,0,-229.4752792,0,90.0072584,0,924.9967532,0,32.496824,0,F,high school,single,13/01/1970,0
30562070,806.9647112,0,41.6794128,2,17.6198376,0,990.7357414,0,83.388639,0,46.628471,0,F,university,single,07/01/1985,0
23119109,785.2007832,0,58.4048424,0,489.986516,0,61.237134,0,226.8814962,2,35.180048,1,F,high school,single,13/01/1992,0
11074672,997.086038,0,16.904312,0,25.580068,0,181.236875,0,241.281465,0,250.5833074,0,F,graduate school,single,13/01/1992,0
16537329,84.4023016,-2,91.5873792,2,19.37884,2,42.037176,-1,0.0,-2,0.0,-2,M,university,married,28/01/1987,0
42524948,12.1043216,0,58.1961472,0,278.6975328,0,37.2371864,0,51.4880872,-1,423.0847976,1,F,university,single,11/01/1993,0
27032231,1997.004369,0,233.529929,0,142.091617,0,171.785963,0,169.609571,0,144.536333,2,F,high school,married,23/01/1980,0
56196812,7919.326941,0,1365.403253,0,119.552536,0,2118.0773984,2,519.85974,3,226.91131,4,F,university,single,,1
52073432,3151.983233,0,495.800168,0,494.846133,2,543.173978,0,545.559066,0,547.765273,0,F,high school,married,21/01/1969,0
42994140,4015.027326,0,119.224586,0,1605.909564,0,332.868844,0,139.8257842,0,103.304124,0,F,,married,11/01/1989,0
58162010,5381.9808852,0,251.8652928,0,140.6307516,0,360.9830684,0,608.227254,0,613.2955654,0,M,university,married,24/01/1983,0
23894174,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,1466.82912,1,M,high school,married,25/01/1985,0
47703846,402.0065824,0,6.4993648,0,5.9329064,0,5.9925336,0,81.092992,0,7.1254504,0,F,high school,married,18/01/1960,0
33289422,1766.634682,2,29.217328,2,28.114224,2,41.73904,2,41.560159,2,40.397428,2,F,graduate school,single,19/01/1981,0
29757098,1471.6291096,-1,264.5957,-1,2367.408535,0,1604.120748,0,260.719932,0,166.717651,0,F,university,single,08/01/1987,0
59458070,202.8219208,0,78.8271584,-1,75.0408312,-1,168.744976,2,149.4257632,0,1493.6017326,0,M,university,married,02/01/1983,0
23564882,29.8732272,-1,27.4881392,-1,192.4169744,-1,0.0,-2,169.8480792,-2,28.9490056,1,F,graduate school,single,27/01/1986,0
31478415,1060.8573288,0,110.041998,0,15.264563,0,78.171259,0,19.199958,0,1091.237388,0,F,graduate school,single,02/01/1989,1
48408473,1934.90264,0,64.2184946,0,85.4755912,0,25.34156,0,16.606175,0,33.838436,0,F,university,single,10/01/1987,0
14236427,544.0087592,0,9.3614704,-1,282.1559104,0,336.1185264,0,42.1266168,0,18.0968552,0,F,graduate school,single,30/01/1994,0
46511029,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,20/01/1986,0
19165439,0.0,0,424.694732,0,91.4979384,0,130.3450592,0,147.2195568,2,19.2893992,1,F,high school,single,12/01/1983,0
16002278,1784.850791,0,40.457055,0,70.240842,0,42.931584,0,37.058305,0,319.870114,0,F,university,single,30/01/1988,0
36885936,-10.6434552,-2,0.0,-2,0.0,2,55.6321776,2,5.21738,-1,0.0,1,F,high school,married,26/01/1986,0
56669959,740.8381464,2,11.2993544,2,20.3925024,2,20.3925024,2,20.0049256,2,19.9154848,2,M,university,single,27/01/1986,1
44700677,443.775436,0,12.223576,2,16.3676664,2,15.8310216,2,14.5192232,2,14.4297824,1,F,university,single,28/01/1991,0
39069941,1307.684123,0,23.999948,0,1007.163035,0,54.439634,0,330.364502,0,103.27431,0,M,university,single,04/01/1975,0
31314189,6568.562166,2,237.8529,2,235.825576,2,280.039145,2,279.234178,2,276.19319,1,M,high school,single,25/01/1987,0
57619188,416.9730096,0,11.5080496,0,61.86322,0,57.7191296,0,189.018224,0,20.2136208,2,F,university,married,11/01/1986,1
23617035,-69.167552,-1,292.471416,-1,143.10528,-1,68.5414664,-1,74.534,-1,104.3476,-1,F,graduate school,single,26/01/1993,0
44849333,-479.99896,0,4495.294608,0,298.136,0,23.552744,0,919.093661,0,87.1153394,0,F,university,married,04/01/1979,0
28266166,0.0,-2,0.0,0,894.408,0,5.96272,2,35.9850152,2,14.012392,2,M,high school,single,10/01/1992,0
20778642,372.2824232,0,469.8325224,0,11.0608456,0,24.59622,0,42.2756848,0,12.521712,2,F,graduate school,married,31/01/1978,0
21032065,163.676664,0,169.1027392,0,1356.7573088,0,90.037072,0,38.310476,0,16.546548,0,M,graduate school,single,04/01/1985,0
24594408,4602.772636,0,451.228836,0,2098.102286,2,287.4627312,2,154.643144,0,153.54004,0,M,university,married,23/01/1972,0
36280232,2244.2783674,0,130.5239408,0,97.6097262,0,51.8458508,0,429.4947212,0,3791.6340208,0,F,graduate school,married,15/01/1971,0
43608106,536.4659184,0,68.57128,0,183.949912,0,289.4006152,0,539.1491428,0,215.641768,0,M,high school,married,10/01/1983,0
16211309,516.5504336,0,12.223576,0,40.5763096,0,18.3949912,0,43.8856192,0,17.6198376,0,M,university,single,28/01/1986,0
56214890,2600.193124,0,450.811446,0,148.32266,0,583.064575,0,176.466698,2,294.647809,2,M,university,married,28/01/1975,1
59498715,9438.419302,0,165.286598,0,156.282891,0,151.065511,0,4957.733358,0,223.66163,0,M,university,married,09/01/1977,0
54689153,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,high school,single,12/01/1987,0
22189664,13544.34829,0,1096.1864452,0,434.2350864,0,237.5249524,0,1010.80029,0,466.91079,0,M,graduate school,married,01/01/1962,0
26181722,27172.353548,0,462.3195,0,429.76304,-1,16083.66204,0,14895.888223,0,935.073752,0,F,graduate school,married,04/01/1969,0
20378251,-0.0596272,-2,0.0,-2,0.0,-2,0.0,2,235.0504224,2,10.6732688,1,M,graduate school,single,27/01/1973,1
46782028,543.7106232,0,28.8595648,0,13.3564928,2,841.3696052,2,192.029398,2,33.838436,1,,graduate school,single,01/01/1980,0
42358619,287.4329176,0,4.5316672,0,19.7366032,0,4.322972,0,4.919244,0,1199.7588916,0,M,university,single,24/01/1977,0
49955698,189.5548688,0,102.85692,0,2057.3769092,0,2295.498132,0,397.027711,0,115.080496,0,M,graduate school,single,23/01/1985,1
22381023,170.235656,0,78.3799544,2,8.0794856,0,12.6111528,0,5.664584,0,3.9652088,0,F,university,married,,0
27743827,1076.8970454,0,430.9555884,0,27.0111216,0,309.793117,2,71.8209632,-1,114.931428,-1,M,high school,single,29/01/1989,1
47396906,0.0,-2,0.0,0,1308.369836,0,227.7460902,0,103.483006,0,85.8035402,0,M,university,single,07/01/1985,0
17754336,2750.572922,0,41.351464,0,56.556399,2,68.094262,2,66.782464,2,67.40855,2,F,university,married,28/01/1968,1
37651646,1416.414322,0,28.829752,0,951.8588072,0,1971.543554,0,127.423326,0,361.698596,0,F,university,single,10/01/1990,0
10359543,1665.447323,2,26.891867,2,44.780028,2,44.780027,2,43.557669,2,43.617297,1,M,university,married,19/01/1982,1
33487878,0.0,-2,0.0,0,583.60122,0,78.7377176,0,74.4445592,0,30.4396856,0,F,university,single,23/01/1976,0
26325366,563.5366672,0,44.0943144,0,1458.9285164,0,87.532729,2,33.242164,0,24.327898,0,F,graduate school,single,10/01/1992,1
20579827,278.7273464,0,8.4372488,2,8.496876,0,3.6372592,0,7.8707904,2,7.5428408,3,F,university,married,20/01/1979,1
30202741,1380.3696798,0,27.9055298,2,26.742799,3,31.930366,4,31.930365,5,31.21484,1,M,high school,married,15/01/1978,1
25211549,299.6564936,0,4.4124128,0,13.4459336,0,9.5701656,0,3.9353952,0,8.2881808,2,F,high school,married,13/01/1980,1
17737835,1088.345468,2,323.596814,0,324.193087,0,327.860159,2,348.550798,2,354.0365,2,M,university,married,21/01/1982,1
29198912,184.1884208,-1,49.490576,-1,157.5052488,-1,90.7525984,-1,90.7525984,-1,76.0544936,1,F,university,single,12/01/1968,0
50976123,0.0,-2,0.0,-1,97.9973032,-1,22.9862856,-2,131.8357392,-2,0.0,1,M,university,married,31/01/1977,0
39000185,-62.6681872,0,921.24024,0,29.3365824,0,114.03702,0,222.9461012,0,158.548724,0,M,other,married,03/01/1974,0
38046745,50.3253568,-1,31.9899928,0,31.9899928,-1,49.6992712,-1,63.5625952,-1,57.8681976,-1,F,university,married,23/01/1994,0
32719342,1237.920299,0,209.172218,0,336.953307,-1,718.2692512,0,205.3858904,0,279.055296,0,F,graduate school,married,15/01/1986,0
32679955,857.3496952,0,61.8035928,0,66.4247008,0,59.925336,0,59.5377592,0,60.1340312,0,F,high school,single,27/01/1993,0
31403357,2082.032756,0,34.196199,0,262.4193074,0,579.486943,0,413.4251912,0,292.203094,0,F,graduate school,single,19/01/1991,0
19626225,831.4714904,2,19.6471624,2,14.459596,2,23.4931168,0,23.254608,0,21.3763512,2,F,university,married,06/01/1992,1
59137562,5352.405794,0,347.030304,0,88.456952,0,349.6539008,0,507.606353,0,238.5982414,0,F,university,married,01/01/1981,0
16317766,2196.8747428,0,139.408394,0,1207.4209866,0,1276.6481656,0,6203.7033306,0,207.7113512,0,M,university,single,25/01/1988,0
55111409,1359.2318376,0,53.66448,0,52.412309,0,668.24203,0,1240.096692,0,213.763512,0,M,high school,married,06/01/1966,0
28609308,110.2805064,-1,76.919088,-1,76.322816,-1,104.049464,-1,55.9005,-1,34.881912,-1,M,high school,married,22/01/1969,0
37811463,1526.1581838,0,80.4370932,0,216.8641264,-1,769.4293884,-1,275.6565456,0,156.5512136,0,M,university,single,08/01/1981,0
39994117,184.3673024,-1,165.614548,0,1047.649904,0,1678.147917,0,408.744456,-1,554.8907232,-1,F,university,single,06/01/1990,0
50680628,407.850048,0,84.22342,-1,86.161304,0,86.161304,0,86.161304,0,397.9221192,0,F,high school,married,29/01/1977,1
37867865,890.1148416,0,15.0856816,0,14.16146,-1,0.0,-2,0.0,-2,0.0,-2,F,graduate school,married,30/01/1993,1
46663397,1021.3543088,0,80.6457878,0,31.0061444,0,81.5700096,0,236.6901706,0,546.125524,0,M,graduate school,single,07/01/1989,0
10858001,523.377748,2,13.3863064,2,18.0074144,2,18.0074144,2,17.590024,0,17.2024472,0,F,university,married,16/01/1974,1
39576790,44.124128,-2,79.304176,-2,164.4816312,-1,5565.394153,-1,75.6669168,-1,25.639696,-2,F,university,married,18/01/1975,0
30171988,-576.9826008,-1,12.3428304,-1,12.3428304,0,604.1427904,0,25.7589504,0,944.3755936,0,M,university,married,15/01/1980,0
40203613,776.2865168,0,12.0446944,0,10.881964,0,10.0769968,0,8.6161304,0,17.1130064,0,F,high school,married,27/01/1987,0
47978257,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,university,single,25/01/1981,1
41160015,0.0,-2,0.0,-2,0.0,0,584.8832048,0,13.9527648,0,17.88816,0,M,university,single,22/01/1992,0
39800776,122.1463192,-2,413.812768,-2,102.85692,-2,396.52088,-2,364.9482776,-2,167.7015,-2,F,graduate school,married,,0
19164579,366.6476528,0,183.8604712,0,92.9588048,-1,212.570968,0,175.8704264,0,1574.6649114,-1,F,graduate school,single,20/01/1990,0
52092451,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,20/01/1978,1
44011741,-648.5650544,-1,104.198532,-1,55.751432,0,377.0525992,-1,526.8361256,-1,-1.13686837722e-13,1,F,graduate school,married,09/01/1976,0
22386655,0.0,-2,0.0,0,265.639176,0,1063.779062,-1,88.7252736,-1,0.0,1,M,university,single,15/01/1966,0
19197917,597.2856624,-1,82.881808,-1,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,university,married,25/01/1964,0
22363043,876.51984,0,18.9912632,0,18.2161096,2,22.956472,2,22.956472,0,22.3005728,0,,high school,single,10/01/1993,0
55060433,358.4190992,-1,111.2643552,-1,95.254452,-1,17.4707696,-1,37.5353224,-1,280.9633664,-1,F,graduate school,single,28/01/1991,0
54716253,2675.263769,0,248.8243056,0,249.3609504,0,251.7460382,0,252.372124,0,351.7408528,0,F,high school,married,07/01/1968,0
18376155,-33.391232,-2,251.328648,-2,158.6381656,-2,29.962668,-2,116.0047176,0,127.1848176,0,F,graduate school,single,24/01/1993,0
32927764,1733.839722,0,43.97506,0,71.731521,2,36.462033,0,775.004532,0,64.576258,-1,M,university,married,01/01/1966,0
57177845,4317.158348,2,76.948902,2,73.401083,2,114.215901,2,111.323983,0,62.548933,0,F,graduate school,single,26/01/1991,1
12135587,1200.593672,0,145.639436,0,155.120161,0,653.484298,0,193.37101,0,146.474217,0,M,university,single,27/01/1990,0
49416250,5981.6814494,0,817.280217,0,973.175531,0,577.608687,0,1380.071544,0,217.758534,2,F,university,married,13/01/1988,0
58027561,216.297668,-1,86.8172032,-1,736.3661064,-1,5.96272,2,0.0,-1,88.3675104,-1,F,graduate school,married,03/01/1980,0
55817417,-12.372644,-1,44.0943144,-1,44.0943144,-1,44.0943144,-1,44.0943144,-1,49.788712,0,F,graduate school,married,,1
46012847,9.391284,-1,93.2569408,-1,83.030876,-1,5.068312,-1,31.30428,-1,59.2098096,-1,F,high school,single,28/01/1970,0
42155118,1138.5515706,2,19.0210766,2,21.4359784,2,85.266896,2,43.22972,3,7.304332,1,F,university,single,27/01/1993,0
27163270,799.3622432,0,1760.7614024,0,-1668.369056,0,689.5885682,0,34.226013,0,22.8372168,0,F,university,married,12/01/1980,0
26385592,0.0,-2,0.0,-2,38.1315944,-2,219.1597736,-2,5.9030928,-2,98.4743208,-2,F,university,single,,0
29539346,-13.117984,-1,458.085964,-1,153.3611584,-1,246.0814544,0,148.5015416,0,196.6803192,0,F,university,single,24/01/1972,0
52317095,1127.967742,0,56.079382,0,42.603634,0,737.648092,0,52.859512,0,48.148964,0,F,graduate school,single,16/01/1991,0
21186561,3920.2797052,0,4055.335312,0,-3891.569208,0,110.250693,0,105.331449,0,234.662846,0,F,graduate school,single,12/01/1989,0
31131921,-169.490316,-1,0.0,-1,110.1910656,-1,127.3338856,-1,29.0384464,-1,15.2943768,-2,M,graduate school,married,02/01/1963,0
45525045,1700.7466256,0,48.2682184,0,40.0694784,0,34.4347076,0,1195.43592,0,291.8453296,0,F,university,married,11/01/1977,0
31311847,214.8964288,0,3.3391232,0,18.6633136,2,7.9602312,3,7.5726544,3,7.5428408,1,F,graduate school,single,06/01/1994,0
44291324,2.683224,-2,386.08612,-2,355.4675528,-2,427.1692608,-2,407.9693024,-2,285.5844744,-2,M,high school,single,03/01/1982,0
54781263,831.3820496,0,37.3862544,0,81.7787048,0,387.9047496,0,184.0095388,0,113.560003,0,F,high school,single,08/01/1992,0
30644923,3297.533228,0,102.320275,0,98.832084,0,99.428356,0,99.547611,0,95.999792,0,F,graduate school,single,14/01/1990,0
55780068,4127.4245978,0,120.178621,0,69.3166204,0,294.677622,0,119.791045,0,187.289035,0,M,university,single,11/01/1983,0
26290425,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,single,21/01/1976,0
18095500,-17.3515152,-1,8.6757576,-1,17.3515152,-1,0.0,-1,8.6757576,-1,8.6757576,-1,M,high school,married,,0
49081702,579.278248,0,172.9486936,0,85.3265232,0,293.6937734,0,881.856475,0,46.539029,0,F,university,married,08/01/1993,0
18964090,51.726596,-1,11.627304,0,11.627304,-1,11.627304,2,11.627304,2,11.627304,-1,F,university,married,26/01/1968,0
46895102,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,1231.30168,0,M,high school,married,10/01/1974,0
46609811,278.309956,0,24.3577112,0,13.863324,2,13.8931376,3,19.1105176,0,9.1229616,0,M,high school,married,12/01/1986,0
40020468,647.7600872,-1,199.7809336,-1,93.018432,-1,83.179944,-1,59.7166408,-1,97.3115904,-1,M,university,married,15/01/1984,0
11506262,-95.552588,-1,58.4048424,-1,4.47204,-1,47.5825056,-1,50.235916,0,911.7893288,-1,M,university,married,29/01/1987,0
28639449,0.0,-2,0.0,-2,0.0,-2,0.0,-1,20.8397064,-1,24.4173384,-1,F,university,married,14/01/1984,1
49686767,1013.781654,-1,20.273248,-1,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,graduate school,single,24/01/1980,0
46828725,4080.110414,0,157.743758,0,1525.7706076,0,210.18588,0,234.543591,2,247.87027,2,F,graduate school,married,08/01/1977,1
57958445,863.401856,0,57.3017392,0,13.2074248,0,13.2074248,0,727.094077,0,63.860731,0,M,graduate school,married,29/01/1960,1
59280345,-26.6235448,-1,125.3960016,-1,74.832136,-1,680.2270976,-1,107.179892,-1,166.1213792,-1,M,graduate school,married,24/01/1977,0
31132890,3985.988879,0,67.438363,0,127.482954,2,110.608456,0,62.071915,0,61.773779,0,M,university,single,01/01/1984,0
17198781,682.73144,0,16.0099032,0,20.3030616,0,10.8521504,0,9.7490472,0,18.5142456,0,F,graduate school,single,13/01/1989,1
44546963,687.054412,0,11.1801,0,20.3925024,0,20.0347392,0,19.1105176,0,19.0508904,0,F,university,single,22/01/1993,1
44789817,-18.8123816,0,0.0,-1,534.855984,-1,151.900292,-1,298.136,-1,316.8291272,-1,F,graduate school,single,10/01/1992,0
31860780,770.5921192,0,12.5813392,0,11.8956264,0,76.9787152,0,13.1776112,0,660.9078852,0,F,university,single,03/01/1988,0
54558654,3635.5001972,0,2471.308932,0,408.6252008,0,909.64275,0,708.7288996,0,1621.3828224,0,M,graduate school,married,24/01/1964,0
36037050,822.8851736,0,98.981152,0,29.7539728,0,221.0380304,0,265.4304806,0,377.857567,0,F,graduate school,single,21/01/1988,0
56185707,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,23.254608,-1,M,university,married,01/01/1974,0
28377879,-1.341612,0,93.91284,0,857.0217456,0,9.1825888,0,29.3365824,0,14.3701552,-1,M,graduate school,married,,1
46693985,757.8318984,0,33.0334688,0,104.6159224,0,25.4608144,0,450.5133096,0,10.1664376,0,F,graduate school,single,24/01/1993,0
37768971,1291.077948,0,84.55137,0,23.999948,0,27.816088,0,29.575092,0,26.50429,0,F,high school,married,20/01/1972,0
21577627,-190.7175992,-2,0.0,0,26.9514944,0,0.0,-1,0.0,-1,3.3093096,-1,F,graduate school,married,04/01/1982,0
48803478,1021.175427,0,16.844684,2,26.027273,2,25.75895,2,24.7452884,2,24.7751016,2,F,high school,single,02/01/1965,0
